lambda,signal,smoothed_signal_tv_0.5_1000
4e-07,0.279458,0.2703861486923607
4.0048e-07,0.279039,0.2703838116559141
4.0096e-07,0.278643,0.27037914011174113
4.0144e-07,0.277925,0.27037213904532414
4.0192e-07,0.277463,0.27036281604971574
4.024e-07,0.276973,0.27035118107673445
4.0288e-07,0.276138,0.27033724673863374
4.0336e-07,0.275825,0.2703210278932943
4.0384e-07,0.275249,0.270302542097054
4.0432e-07,0.274565,0.27028180902368626
4.048e-07,0.2744,0.27025885106894654
4.05281e-07,0.273683,0.27023369260291175
4.05761e-07,0.273209,0.2702063607271481
4.06241e-07,0.272896,0.2701768843596722
4.06721e-07,0.272111,0.27014529514609953
4.07201e-07,0.271804,0.2701116263760661
4.07681e-07,0.271359,0.2700759140502872
4.08161e-07,0.270855,0.27003819562673564
4.08641e-07,0.270786,0.2699985112462359
4.09121e-07,0.270557,0.2699569023060273
4.09601e-07,0.270498,0.26991341284734427
4.10081e-07,0.270663,0.2698680879531915
4.10561e-07,0.270621,0.2698209753023223
4.11041e-07,0.270691,0.2697721233871189
4.11521e-07,0.270753,0.2697215832394734
4.12001e-07,0.270514,0.26966940646360005
4.12481e-07,0.270448,0.2696156471405491
4.12961e-07,0.270211,0.26956035966957914
4.13441e-07,0.269909,0.26950360085938757
4.13921e-07,0.269891,0.2694454275703457
4.14401e-07,0.269704,0.2693858990020035
4.14881e-07,0.269799,0.2693250741270462
4.15362e-07,0.270068,0.2692630141862142
4.15842e-07,0.270183,0.2691997799032867
4.16322e-07,0.270707,0.26913543420023833
4.16802e-07,0.270884,0.26907003918090705
4.17282e-07,0.271148,0.26900365908096896
4.17762e-07,0.271361,0.2689363570062197
4.18242e-07,0.271138,0.26886819813377105
4.18722e-07,0.271232,0.26879924618908574
4.19202e-07,0.270761,0.268729566916662
4.19682e-07,0.27068,0.2686592242781288
4.20162e-07,0.270334,0.2685882842125672
4.20642e-07,0.270271,0.2685168105361219
4.21122e-07,0.2702,0.26844486901397985
4.21602e-07,0.270417,0.26837252294011016
4.22082e-07,0.270491,0.2682998375447577
4.22562e-07,0.271013,0.2682268752311112
4.23042e-07,0.27097,0.268153700343942
4.23522e-07,0.271491,0.26808037403824975
4.24002e-07,0.271107,0.26800695943635233
4.24482e-07,0.271256,0.2679335161019036
4.24962e-07,0.27046,0.26786010561428314
4.25443e-07,0.270138,0.2677867856198525
4.25923e-07,0.269023,0.26771361585387554
4.26403e-07,0.268509,0.2676406517395085
4.26883e-07,0.267302,0.2675679508886649
4.27363e-07,0.267001,0.2674955662180607
4.27843e-07,0.266007,0.26742355296138703
4.28323e-07,0.266042,0.26735196127078625
4.28803e-07,0.265605,0.2672808437733793
4.29283e-07,0.26555,0.26721024762586537
4.29763e-07,0.265946,0.26714022264883497
4.30243e-07,0.265185,0.26707081280180067
4.30723e-07,0.265998,0.267002064928779
4.31203e-07,0.265156,0.266934019621003
4.31683e-07,0.26424,0.26686672060694927
4.32163e-07,0.265114,0.26680020497028634
4.32643e-07,0.263532,0.26673451321682706
4.33123e-07,0.259721,0.26666967881595616
4.33603e-07,0.258142,0.2666057389758864
4.34083e-07,0.257583,0.26654272347790625
4.34563e-07,0.257345,0.2664806661897874
4.35044e-07,0.257507,0.26641959316372166
4.35524e-07,0.257857,0.26635953491575565
4.36004e-07,0.25858,0.2663005137602582
4.36484e-07,0.259165,0.26624255688083814
4.36964e-07,0.260093,0.2661856828766058
4.37444e-07,0.260579,0.26612991564716165
4.37924e-07,0.261275,0.26607527012879223
4.38404e-07,0.261408,0.2660217670128055
4.38884e-07,0.261595,0.26596941765312615
4.39364e-07,0.261354,0.26591823963351097
4.39844e-07,0.261061,0.2658682408317705
4.40324e-07,0.260672,0.26581943584724405
4.40804e-07,0.260191,0.2657718292110547
4.41284e-07,0.259987,0.2657254326806843
4.41764e-07,0.259669,0.2656802475902408
4.42244e-07,0.259875,0.26563628301408604
4.42724e-07,0.259911,0.2655935372560204
4.43204e-07,0.260509,0.2655520168787213
4.43684e-07,0.260838,0.26551171733599255
4.44164e-07,0.261577,0.2654726428593144
4.44644e-07,0.261953,0.2654347862428155
4.45125e-07,0.262506,0.2653981495725727
4.45605e-07,0.262694,0.26536272317968346
4.46085e-07,0.262876,0.2653285071921452
4.46565e-07,0.26283,0.2652954896772794
4.47045e-07,0.262711,0.2652636689901294
4.47525e-07,0.262612,0.26523303113244384
4.48005e-07,0.262466,0.2652035728656279
4.48485e-07,0.262604,0.2651752783194689
4.48965e-07,0.262726,0.2651481428318249
4.49445e-07,0.263306,0.2651221488461974
4.49925e-07,0.263831,0.2650972904346169
4.50405e-07,0.264842,0.2650735485289606
4.50885e-07,0.265668,0.2650509160779703
4.51365e-07,0.26688,0.2650293726628034
4.51845e-07,0.267729,0.2650089102338624
4.52325e-07,0.268818,0.2649895071663852
4.52805e-07,0.269399,0.264971154517846
4.53285e-07,0.270122,0.26495382958436314
4.53765e-07,0.270297,0.2649375226149136
4.54245e-07,0.270615,0.2649222099338969
4.54725e-07,0.270455,0.26490788104434987
4.55206e-07,0.270528,0.264894511386089
4.55686e-07,0.270246,0.26488208975657573
4.56166e-07,0.270312,0.2648705907776095
4.56646e-07,0.270126,0.2648600025595224
4.57126e-07,0.27036,0.2648502989523601
4.57606e-07,0.27037,0.2648414673767235
4.58086e-07,0.270802,0.26483348093770764
4.58566e-07,0.270941,0.2648263263439894
4.59046e-07,0.271431,0.26481997596446133
4.59526e-07,0.271491,0.2648144157561154
4.60006e-07,0.271798,0.26480961734427805
4.60486e-07,0.271524,0.26480556587947834
4.60966e-07,0.271418,0.2648022322224439
4.61446e-07,0.270635,0.26479960065047886
4.61926e-07,0.27001,0.2647976412279037
4.62406e-07,0.268715,0.26479633728350294
4.62886e-07,0.267653,0.2647956580458863
4.63366e-07,0.26603,0.26479558581529156
4.63846e-07,0.264771,0.2647960889419221
4.64326e-07,0.263125,0.26479714861796827
4.64806e-07,0.261972,0.2647987322717877
4.65287e-07,0.260608,0.26480081990902715
4.65767e-07,0.259808,0.26480337799553083
4.66247e-07,0.258909,0.2648063852817838
4.66727e-07,0.258547,0.2648098072389277
4.67207e-07,0.258109,0.26481362130616987
4.67687e-07,0.258092,0.264817791939399
4.68167e-07,0.257955,0.26482229522698136
4.68647e-07,0.258086,0.26482709460455656
4.69127e-07,0.258048,0.2648321647904683
4.69607e-07,0.25815,0.26483746821432214
4.70087e-07,0.258087,0.2648429782291343
4.70567e-07,0.258097,0.26484865629520105
4.71047e-07,0.258023,0.26485447443184434
4.71527e-07,0.258003,0.2648603931921326
4.72007e-07,0.258041,0.2648663833228036
4.72487e-07,0.258117,0.2648724045594417
4.72967e-07,0.258415,0.2648784264687223
4.73447e-07,0.258681,0.2648844080878394
4.73927e-07,0.259305,0.26489031792859935
4.74407e-07,0.259759,0.2648961144792531
4.74887e-07,0.260642,0.26490176535513
4.75368e-07,0.261172,0.264907228675606
4.75848e-07,0.262115,0.2649124713508773
4.76328e-07,0.262559,0.2649174513416273
4.76808e-07,0.263314,0.2649221350761657
4.77288e-07,0.263547,0.2649264805954817
4.77768e-07,0.263923,0.26493045409928845
4.78248e-07,0.263923,0.2649340139746006
4.78728e-07,0.263871,0.26493712647320794
4.79208e-07,0.263733,0.2649397506177175
4.79688e-07,0.263369,0.26494185301661854
4.80168e-07,0.263256,0.26494339363790687
4.80648e-07,0.262813,0.2649443397711824
4.81128e-07,0.262885,0.26494465265554606
4.81608e-07,0.262623,0.2649443006008376
4.82088e-07,0.26297,0.2649432464521895
4.82568e-07,0.263083,0.26494145988681433
4.83048e-07,0.263692,0.264938905698816
4.83528e-07,0.264233,0.26493555528694146
4.84008e-07,0.264989,0.26493137573598363
4.84488e-07,0.265866,0.26492634051676567
4.84968e-07,0.266593,0.26492041933948157
4.85449e-07,0.267595,0.2649135880888287
4.85929e-07,0.268126,0.2649058194219188
4.86409e-07,0.268987,0.2648970919637777
4.86889e-07,0.269242,0.2648873816203323
4.87369e-07,0.269721,0.2648766700614772
4.87849e-07,0.26973,0.2648649367179102
4.88329e-07,0.269703,0.2648521665806287
4.88809e-07,0.269564,0.26483834284904323
4.89289e-07,0.269099,0.2648234540771155
4.89769e-07,0.268904,0.26480748743922117
4.90249e-07,0.26825,0.26479043525418305
4.90729e-07,0.268042,0.2647722888347683
4.91209e-07,0.267517,0.26475304442161796
4.91689e-07,0.267329,0.2647326975820311
4.92169e-07,0.267162,0.26471124858625983
4.92649e-07,0.267067,0.26468869732133216
4.93129e-07,0.267307,0.26466504814238656
4.93609e-07,0.267408,0.26464030526769317
4.94089e-07,0.26797,0.2646144771376613
4.94569e-07,0.268333,0.26458757225790336
4.9505e-07,0.269075,0.2645596030982871
4.9553e-07,0.269696,0.2645305823518173
4.9601e-07,0.270458,0.2645005264056396
4.9649e-07,0.271297,0.26446945198465965
4.9697e-07,0.27194,0.26443737922576077
4.9745e-07,0.2729,0.2644043286764048
4.9793e-07,0.273416,0.2643703240025208
4.9841e-07,0.27428,0.26433538931380185
4.9889e-07,0.274821,0.26429955153477963
4.9937e-07,0.275357,0.2642628380301122
4.9985e-07,0.276035,0.2642252786672986
5.0033e-07,0.276234,0.26418690371691256
5.0081e-07,0.276874,0.2641477456342493
5.0129e-07,0.277006,0.26410783721116693
5.0177e-07,0.277257,0.2640672131027161
5.0225e-07,0.277471,0.26402590820897226
5.0273e-07,0.277225,0.26398395897139054
5.0321e-07,0.277229,0.2639414019647248
5.0369e-07,0.276662,0.26389827498648966
5.0417e-07,0.276061,0.2638546158407385
5.0465e-07,0.275186,0.26381046324261703
5.05131e-07,0.27394,0.26376585577739087
5.05611e-07,0.272589,0.2637208326406507
5.06091e-07,0.270823,0.26367543275752026
5.06571e-07,0.269068,0.26362969537763425
5.07051e-07,0.266925,0.26358365934090616
5.07531e-07,0.264914,0.26353736354495166
5.08011e-07,0.262845,0.26349084634514064
5.08491e-07,0.260636,0.2634441459106921
5.08971e-07,0.258997,0.2633972997479626
5.09451e-07,0.257086,0.2633503449600035
5.09931e-07,0.255636,0.26330331788314393
5.10411e-07,0.254576,0.26325625426338034
5.10891e-07,0.253361,0.26320918899729573
5.11371e-07,0.252793,0.26316215623725125
5.11851e-07,0.252253,0.26311518922854177
5.12331e-07,0.25184,0.2630683203539889
5.12811e-07,0.251665,0.2630215810599679
5.13291e-07,0.251521,0.2629750018496644
5.13771e-07,0.251487,0.2629286122912255
5.14251e-07,0.251206,0.26288244096764557
5.14731e-07,0.25123,0.26283651556080095
5.15212e-07,0.251048,0.2627908627646794
5.15692e-07,0.250503,0.2627455084394602
5.16172e-07,0.250353,0.26270047749360614
5.16652e-07,0.249885,0.262655794102461
5.17132e-07,0.24925,0.262611481563582
5.17612e-07,0.24868,0.2625675625745587
5.18092e-07,0.248163,0.2625240590648904
5.18572e-07,0.24788,0.26248099252788937
5.19052e-07,0.247221,0.26243838383140716
5.19532e-07,0.246669,0.2623962535987918
5.20012e-07,0.246476,0.2623546219998412
5.20492e-07,0.246496,0.26231350917584817
5.20972e-07,0.247061,0.26227293501132015
5.21452e-07,0.247594,0.2622329195981801
5.21932e-07,0.248336,0.26219348298804407
5.22412e-07,0.249399,0.262154645690663
5.22892e-07,0.250351,0.2621164284058978
5.23372e-07,0.251651,0.2620788525515032
5.23852e-07,0.252914,0.26204193997338915
5.24332e-07,0.254139,0.2620057134978682
5.24812e-07,0.255584,0.2619701966183502
5.25293e-07,0.256744,0.2619354140672135
5.25773e-07,0.258019,0.2619013914767465
5.26253e-07,0.259236,0.26186815596586854
5.26733e-07,0.260202,0.2618357357729115
5.27213e-07,0.26136,0.2618041608525147
5.27693e-07,0.262255,0.2617734624777355
5.28173e-07,0.263147,0.2617436738425786
5.28653e-07,0.264173,0.2617148296309361
5.29133e-07,0.264939,0.26168696662039004
5.29613e-07,0.265968,0.2616601232156069
5.30093e-07,0.266987,0.26163434004927605
5.30573e-07,0.267932,0.26160965947782133
5.31053e-07,0.269239,0.2615861261756043
5.31533e-07,0.27039,0.2615637865911603
5.32013e-07,0.271692,0.2615426895311044
5.32493e-07,0.273228,0.26152288557554887
5.32973e-07,0.274526,0.2615044276484941
5.33453e-07,0.276085,0.26148737039163034
5.33933e-07,0.277604,0.26147177071837324
5.34413e-07,0.278886,0.2614576871458865
5.34893e-07,0.280386,0.26144518033032343
5.35374e-07,0.281573,0.261434312357619
5.35854e-07,0.282596,0.26142514725791693
5.36334e-07,0.283688,0.2614177502564595
5.36814e-07,0.284303,0.26141218826560414
5.37294e-07,0.284846,0.26140852909797246
5.37774e-07,0.285237,0.26140684193488334
5.38254e-07,0.285097,0.2614071965050501
5.38734e-07,0.28491,0.261409663539936
5.39214e-07,0.284343,0.26141431391801906
5.39694e-07,0.283285,0.26142121907858856
5.40174e-07,0.282166,0.26143045014353655
5.40654e-07,0.280546,0.26144207831219635
5.41134e-07,0.278603,0.26145617396265647
5.41614e-07,0.27662,0.26147280702252
5.42094e-07,0.274184,0.26149204605595217
5.42574e-07,0.271675,0.2615139586114038
5.43054e-07,0.269182,0.26153861030121867
5.43534e-07,0.266395,0.26156606512779984
5.44014e-07,0.263772,0.2615963845631417
5.44494e-07,0.261213,0.2616296278553034
5.44974e-07,0.258547,0.26166585111568724
5.45455e-07,0.256219,0.2617051076080083
5.45935e-07,0.253988,0.26174744685150053
5.46415e-07,0.251832,0.2617929148948322
5.46895e-07,0.250109,0.2618415534436728
5.47375e-07,0.248486,0.26189340012219137
5.47855e-07,0.247056,0.26194848763356005
5.48335e-07,0.246031,0.2620068440117757
5.48815e-07,0.24502,0.2620684918237027
5.49295e-07,0.244182,0.2621334484139798
5.49775e-07,0.243581,0.2622017251571104
5.50255e-07,0.242829,0.2622733276981497
5.50735e-07,0.242151,0.2623482552631378
5.51215e-07,0.24152,0.26242650089810565
5.51695e-07,0.240628,0.26250805084581674
5.52175e-07,0.239777,0.2625928847853831
5.52655e-07,0.23891,0.2626809752828392
5.53135e-07,0.237821,0.2627722880333258
5.53615e-07,0.236869,0.26286678139246805
5.54095e-07,0.235977,0.26296440662266923
5.54575e-07,0.235024,0.2630651075116151
5.55056e-07,0.234379,0.26316882062372515
5.55536e-07,0.233928,0.26327547501136495
5.56016e-07,0.233589,0.26338499247193986
5.56496e-07,0.233691,0.2634972873565769
5.56976e-07,0.234064,0.2636122668327238
5.57456e-07,0.23463,0.2637298307941735
5.57936e-07,0.235646,0.2638498721283624
5.58416e-07,0.23689,0.263972276730666
5.58896e-07,0.238287,0.2640969237748875
5.59376e-07,0.240036,0.2642236858337665
5.59856e-07,0.241891,0.264352429150426
5.60336e-07,0.243792,0.26448301386602036
5.60816e-07,0.245911,0.26461529428918346
5.61296e-07,0.247998,0.2647491192307094
5.61776e-07,0.250018,0.2648843322673327
5.62256e-07,0.252135,0.26502077218230125
5.62736e-07,0.254104,0.2651582732191368
5.63216e-07,0.255921,0.26529666562593496
5.63696e-07,0.257757,0.26543577589412265
5.64176e-07,0.259387,0.2655754274033156
5.64656e-07,0.260832,0.26571544063952407
5.65137e-07,0.262286,0.26585563393642575
5.65617e-07,0.26355,0.26599582366699054
5.66097e-07,0.26465,0.2661358250760971
5.66577e-07,0.265805,0.26627545243916534
5.67057e-07,0.266831,0.2664145199801668
5.67537e-07,0.26774,0.2665528419905871
5.68017e-07,0.268753,0.2666902338260603
5.68497e-07,0.269701,0.26682651197884655
5.68977e-07,0.270566,0.2669614951455643
5.69457e-07,0.271564,0.26709500424637167
5.69937e-07,0.272543,0.26722686355558606
5.70417e-07,0.273462,0.26735690066090656
5.70897e-07,0.274535,0.2674849476481032
5.71377e-07,0.275637,0.26761084099392124
5.71857e-07,0.276706,0.2677344227954916
5.72337e-07,0.277946,0.26785554059101857
5.72817e-07,0.279246,0.2679740486241161
5.73297e-07,0.280516,0.2680898075869934
5.73777e-07,0.281946,0.26820268590956214
5.74257e-07,0.283422,0.26831255942059634
5.74737e-07,0.284815,0.2684193126511834
5.75218e-07,0.286305,0.26852283841023833
5.75698e-07,0.287788,0.26862303909169005
5.76178e-07,0.289084,0.2687198261617601
5.76658e-07,0.29037,0.26881312145918973
5.77138e-07,0.291587,0.2689028565928326
5.77618e-07,0.292512,0.2689889742242396
5.78098e-07,0.293321,0.26907142737534595
5.78578e-07,0.294045,0.2691501806828409
5.79058e-07,0.294451,0.2692252096170271
5.79538e-07,0.294702,0.2692965016976175
5.80018e-07,0.29494,0.26936405562618176
5.80498e-07,0.29495,0.2694278824533352
5.80978e-07,0.294852,0.269488004628536
5.81458e-07,0.294875,0.26954445710906355
5.81938e-07,0.294826,0.2695972863322596
5.82418e-07,0.294736,0.26964655125724124
5.82898e-07,0.294871,0.26969232226596046
5.83378e-07,0.295041,0.26973468212925594
5.83858e-07,0.295142,0.26977372484430934
5.84338e-07,0.295442,0.2698095565174167
5.84818e-07,0.295782,0.26984229414651345
5.85299e-07,0.295897,0.2698720664139355
5.85779e-07,0.296045,0.26989901242364756
5.86259e-07,0.296203,0.26992328239826036
5.86739e-07,0.295995,0.26994503638140427
5.87219e-07,0.295609,0.26996444483436655
