lambda,signal,smoothed_signal_tv_0.5_1000
4e-07,0.249884,0.24541924004796287
4.0048e-07,0.249037,0.24541761517881336
4.0096e-07,0.248541,0.24541436561040428
4.0144e-07,0.24835,0.24540949310655644
4.0192e-07,0.248341,0.24540299818984254
4.024e-07,0.248357,0.24539488438598975
4.0288e-07,0.248256,0.24538515257711668
4.0336e-07,0.247945,0.2453738080366123
4.0384e-07,0.247414,0.24536085201726981
4.0432e-07,0.246724,0.24534629151912196
4.048e-07,0.246004,0.2453301281807163
4.05281e-07,0.245404,0.2453123707012706
4.05761e-07,0.245056,0.24529302112374682
4.06241e-07,0.245037,0.245272089813031
4.06721e-07,0.245347,0.24524957923832139
4.07201e-07,0.245916,0.24522550139102223
4.07681e-07,0.246619,0.24519985919109247
4.08161e-07,0.247306,0.24517266621213246
4.08641e-07,0.247831,0.2451439258515983
4.09121e-07,0.248098,0.24511365321627998
4.09601e-07,0.248103,0.24508185220956585
4.10081e-07,0.247969,0.24504853941825366
4.10561e-07,0.247924,0.24501371928127053
4.11041e-07,0.248163,0.24497740980858532
4.11521e-07,0.248631,0.24493961600490952
4.12001e-07,0.248972,0.24490035724341824
4.12481e-07,0.249056,0.24485963912496309
4.12961e-07,0.249666,0.24481748232335682
4.13441e-07,0.251215,0.24477389306553946
4.13921e-07,0.250811,0.24472889326130606
4.14401e-07,0.250851,0.24468248979272697
4.14881e-07,0.246692,0.24463470573934015
4.15362e-07,0.246518,0.24458554866600873
4.15842e-07,0.246756,0.24453504275467375
4.16322e-07,0.246966,0.2444831962788328
4.16802e-07,0.247154,0.24443003445484884
4.17282e-07,0.247364,0.24437556628847054
4.17762e-07,0.247625,0.24431981796229205
4.18242e-07,0.24794,0.24426279923534144
4.18722e-07,0.248282,0.24420453718844362
4.19202e-07,0.248602,0.24414504235202747
4.19682e-07,0.24884,0.24408434263770504
4.20162e-07,0.248938,0.24402244936224843
4.20642e-07,0.248856,0.24395939120150056
4.21122e-07,0.24858,0.24389518027011697
4.21602e-07,0.248127,0.2438298459427953
4.22082e-07,0.247542,0.24376340114003797
4.22562e-07,0.246892,0.24369587587145683
4.23042e-07,0.246244,0.2436272838676616
4.23522e-07,0.245658,0.2435576557108903
4.24002e-07,0.24517,0.2434870059423381
4.24482e-07,0.244792,0.243415365656413
4.24962e-07,0.244509,0.24334275020155788
4.25443e-07,0.244282,0.24326919112586806
4.25923e-07,0.244061,0.24319470457788842
