lambda,signal,smoothed_signal_tv_0.5_1000
4e-07,0.11287,0.10864554163052978
4.0048e-07,0.112357,0.10864758939654244
4.0096e-07,0.111678,0.10865168300529526
4.0144e-07,0.110952,0.10865781856829038
4.0192e-07,0.110292,0.10866599031393101
4.024e-07,0.109778,0.10867619048699437
4.0288e-07,0.109442,0.10868840951275921
4.0336e-07,0.109262,0.10870263582973377
4.0384e-07,0.109175,0.10871885613544957
4.0432e-07,0.109092,0.1087370551527763
4.048e-07,0.10892,0.108757215956898
4.05281e-07,0.108591,0.10877931967563623
4.05761e-07,0.108071,0.10880334589698515
4.06241e-07,0.107368,0.10882927230392517
4.06721e-07,0.106531,0.10885707516176076
4.07201e-07,0.105639,0.10888672888793759
4.07681e-07,0.104784,0.10891820661829842
4.08161e-07,0.104057,0.10895147971241875
4.08641e-07,0.103524,0.10898651839776796
4.09121e-07,0.103218,0.1090232912110542
4.09601e-07,0.103128,0.10906176571914773
4.10081e-07,0.103201,0.10910190789687779
4.10561e-07,0.103355,0.10914368292344184
4.11041e-07,0.103495,0.10918705449702899
4.11521e-07,0.103537,0.10923198570530107
4.12001e-07,0.103428,0.10927843827713554
4.12481e-07,0.103165,0.10932637352562022
4.12961e-07,0.102796,0.10937575153711995
4.13441e-07,0.102413,0.10942653218507664
4.13921e-07,0.102124,0.10947867425651564
4.14401e-07,0.102027,0.10953213653478654
4.14881e-07,0.102183,0.10958687686354499
4.15362e-07,0.102597,0.10964285329640887
4.15842e-07,0.10323,0.10970002309838753
4.16322e-07,0.104016,0.10975834396026261
4.16802e-07,0.104884,0.10981777293739868
4.17282e-07,0.105769,0.1098782677264898
4.17762e-07,0.106618,0.10993978554168102
4.18242e-07,0.107383,0.11000228445115266
4.18722e-07,0.108019,0.1100657221905185
4.19202e-07,0.108505,0.11013005755655193
4.19682e-07,0.108855,0.1101952491579107
4.20162e-07,0.109136,0.11026125686314402
4.20642e-07,0.109448,0.11032804048893166
4.21122e-07,0.109887,0.11039556129935044
4.21602e-07,0.110497,0.11046378063201122
4.22082e-07,0.111257,0.11053266144540921
4.22562e-07,0.112102,0.11060216688359831
4.23042e-07,0.112964,0.11067226186830391
4.23522e-07,0.1138,0.11074291160309081
4.24002e-07,0.114586,0.11081408320678122
4.24482e-07,0.115282,0.11088574415844896
4.24962e-07,0.115827,0.1109578639685598
4.25443e-07,0.116168,0.11103041256655787
4.25923e-07,0.116307,0.11110336200603158
4.26403e-07,0.116317,0.11117668479714234
4.26883e-07,0.116314,0.1112503556420172
4.27363e-07,0.116384,0.11132434971479888
4.27843e-07,0.116552,0.11139864442337545
4.28323e-07,0.116804,0.11147321764039556
4.28803e-07,0.117143,0.11154804948736609
4.29283e-07,0.117597,0.11162312052056593
