lambda	signal	optima_preserving_denoising
4e-07	0.279458	0.27716800390110424
4.0048e-07	0.279039	0.2771096407382405
4.0096e-07	0.278643	0.27698990826613296
4.0144e-07	0.277925	0.2768085054359753
4.0192e-07	0.277463	0.2765694947793836
4.024e-07	0.276973	0.27627861034653534
4.0288e-07	0.276138	0.2759434854194253
4.0336e-07	0.275825	0.27557592318746704
4.0384e-07	0.275249	0.27518379363950074
4.0432e-07	0.274565	0.2747770870680765
4.048e-07	0.2744	0.2743664360647096
4.05281e-07	0.273683	0.2739565085921222
4.05761e-07	0.273209	0.27355666537124895
4.06241e-07	0.272896	0.27317285734787444
4.06721e-07	0.272111	0.27280874117345844
4.07201e-07	0.271804	0.27247096588529696
4.07681e-07	0.271359	0.2721612668060196
4.08161e-07	0.270855	0.27188122546341575
4.08641e-07	0.270786	0.27163252109650043
4.09121e-07	0.270557	0.27141259179315413
4.09601e-07	0.270498	0.2712214276284513
4.10081e-07	0.270663	0.2710554704208784
4.10561e-07	0.270621	0.27091431023224943
4.11041e-07	0.270691	0.2707938447735945
4.11521e-07	0.270753	0.2706952207125073
4.12001e-07	0.270514	0.2706142089927463
4.12481e-07	0.270448	0.27055235376206294
4.12961e-07	0.270211	0.2705069617174471
4.13441e-07	0.269909	0.2704766128958022
4.13921e-07	0.269891	0.2704626227822677
4.14401e-07	0.269704	0.2704565161889759
4.14881e-07	0.269799	0.2704679771160645
4.15362e-07	0.270068	0.27047727765455754
4.15842e-07	0.270183	0.2705086184666074
4.16322e-07	0.270707	0.270520991884718
4.16802e-07	0.270884	0.2705683997518797
4.17282e-07	0.271148	0.27056473418120663
4.17762e-07	0.271361	0.27062946909653346
4.18242e-07	0.271138	0.2705910990033598
4.18722e-07	0.271232	0.2706699543874652
4.19202e-07	0.270761	0.2705893181623868
4.19682e-07	0.27068	0.2706704972644556
4.20162e-07	0.270334	0.2705494038960033
4.20642e-07	0.270271	0.27061961144139673
4.21122e-07	0.2702	0.27046142802406065
4.21602e-07	0.270417	0.27050167451842816
4.22082e-07	0.270491	0.2703140090854382
4.22562e-07	0.271013	0.27029159594567365
4.23042e-07	0.27097	0.27008579662235566
4.23522e-07	0.271491	0.2699698676847066
4.24002e-07	0.271107	0.2697378738886595
4.24482e-07	0.271256	0.26952122157050284
4.24962e-07	0.27046	0.269236565887384
4.25443e-07	0.270138	0.2689300714010568
4.25923e-07	0.269023	0.26858034677802445
4.26403e-07	0.268509	0.26820628190909696
4.26883e-07	0.267302	0.2678072037549318
4.27363e-07	0.267001	0.2673963026999924
4.27843e-07	0.266007	0.2669740965094411
4.28323e-07	0.266042	0.26654879155196715
4.28803e-07	0.265605	0.2661167479645033
4.29283e-07	0.26555	0.2656790761294475
4.29763e-07	0.265946	0.2652328234117242
4.30243e-07	0.265185	0.2647704466709747
4.30723e-07	0.265998	0.26429715347299343
4.31203e-07	0.265156	0.26380110088514713
4.31683e-07	0.26424	0.2632905807905026
4.32163e-07	0.265114	0.26277783541135724
4.32643e-07	0.263532	0.26225267741291747
4.33123e-07	0.259721	0.2617417406920927
4.33603e-07	0.258142	0.26130205945516416
4.34083e-07	0.257583	0.26094692302872785
4.34563e-07	0.257345	0.26066948423489966
4.35044e-07	0.257507	0.26046573529173317
4.35524e-07	0.257857	0.26031768187779747
4.36004e-07	0.25858	0.2602281958052329
4.36484e-07	0.259165	0.26017296826636066
4.36964e-07	0.260093	0.2601604213667438
4.37444e-07	0.260579	0.26017495619260106
4.37924e-07	0.261275	0.26021602515415476
4.38404e-07	0.261408	0.26027806429287775
4.38884e-07	0.261595	0.2603414368939071
4.39364e-07	0.261354	0.26042618045878185
4.39844e-07	0.261061	0.2604910764740047
4.40324e-07	0.260672	0.2605897427719259
4.40804e-07	0.260191	0.26065762188726505
4.41284e-07	0.259987	0.26076777438584564
4.41764e-07	0.259669	0.2608546524671087
4.42244e-07	0.259875	0.26097976274263296
4.42724e-07	0.259911	0.26109990227504665
4.43204e-07	0.260509	0.26124961089793275
4.43684e-07	0.260838	0.2614076629749132
4.44164e-07	0.261577	0.2615880080636967
4.44644e-07	0.261953	0.26178025419508644
4.45125e-07	0.262506	0.2619892873518195
4.45605e-07	0.262694	0.26220987800700324
4.46085e-07	0.262876	0.26244540260509325
4.46565e-07	0.26283	0.2626947689716974
4.47045e-07	0.262711	0.26296236045944055
4.47525e-07	0.262612	0.26325057386857154
4.48005e-07	0.262466	0.2635643385955678
4.48485e-07	0.262604	0.26390801897888455
4.48965e-07	0.262726	0.2642851060528411
4.49445e-07	0.263306	0.26469872402241745
4.49925e-07	0.263831	0.26514706449156283
4.50405e-07	0.264842	0.265627138542926
4.50885e-07	0.265668	0.2661278156947647
4.51365e-07	0.26688	0.2666380921033899
4.51845e-07	0.267729	0.26714023253599
4.52325e-07	0.268818	0.2676222515919149
4.52805e-07	0.269399	0.2680690950792575
4.53285e-07	0.270122	0.26847772127815234
4.53765e-07	0.270297	0.26883714903700723
4.54245e-07	0.270615	0.26915965085278837
4.54725e-07	0.270455	0.26942435003365733
4.55206e-07	0.270528	0.26966931440135994
4.55686e-07	0.270246	0.26984062110745244
4.56166e-07	0.270312	0.2700183636002754
4.56646e-07	0.270126	0.27009513923248935
4.57126e-07	0.27036	0.27020738999572286
4.57606e-07	0.27037	0.2701814243286745
4.58086e-07	0.270802	0.2702212530091845
4.58566e-07	0.270941	0.2700938703956913
4.59046e-07	0.271431	0.2700251493599907
4.59526e-07	0.271491	0.2698084857810998
4.60006e-07	0.271798	0.26959062744021445
4.60486e-07	0.271524	0.26926052057718175
4.60966e-07	0.271418	0.26887120755930266
4.61446e-07	0.270635	0.2683827623878698
4.61926e-07	0.27001	0.2678077701477525
4.62406e-07	0.268715	0.26713893266523825
4.62886e-07	0.267653	0.26639224366406883
4.63366e-07	0.26603	0.2655816429344485
4.63846e-07	0.264771	0.2647401972147211
4.64326e-07	0.263125	0.2638945658686814
4.64806e-07	0.261972	0.26308120618820013
4.65287e-07	0.260608	0.2623208571755396
4.65767e-07	0.259808	0.2616348407189305
4.66247e-07	0.258909	0.2610283824790419
4.66727e-07	0.258547	0.26050682897114685
4.67207e-07	0.258109	0.2600645005597838
4.67687e-07	0.258092	0.25970145775177395
4.68167e-07	0.257955	0.25940555240054336
4.68647e-07	0.258086	0.25918252896651317
4.69127e-07	0.258048	0.2590118755536861
4.69607e-07	0.25815	0.2589115773393409
4.70087e-07	0.258087	0.2588507713608129
4.70567e-07	0.258097	0.25885637026447905
4.71047e-07	0.258023	0.2588960120861083
4.71527e-07	0.258003	0.2589948387230708
4.72007e-07	0.258041	0.25913059242748004
4.72487e-07	0.258117	0.25931564495811915
4.72967e-07	0.258415	0.25953833517110597
4.73447e-07	0.258681	0.25979993704232834
4.73927e-07	0.259305	0.2600927878817151
4.74407e-07	0.259759	0.26041014406376095
4.74887e-07	0.260642	0.26074318845142475
4.75368e-07	0.261172	0.2610804149622859
4.75848e-07	0.262115	0.2614121599026109
4.76328e-07	0.262559	0.26172863223892084
4.76808e-07	0.263314	0.2620218755944998
4.77288e-07	0.263547	0.2622925490168185
4.77768e-07	0.263923	0.26253039564344666
4.78248e-07	0.263923	0.26275651095219027
4.78728e-07	0.263871	0.262944189198217
4.79208e-07	0.263733	0.2631452210501197
4.79688e-07	0.263369	0.2633055148735901
4.80168e-07	0.263256	0.26350349211537566
4.80648e-07	0.262813	0.2636714227628694
4.81128e-07	0.262885	0.26388636448810193
4.81608e-07	0.262623	0.26409635475912774
4.82088e-07	0.26297	0.2643508660579497
4.82568e-07	0.263083	0.26462409165441275
4.83048e-07	0.263692	0.26493578382185956
4.83528e-07	0.264233	0.2652734167438459
4.84008e-07	0.264989	0.26563634897849286
4.84488e-07	0.265866	0.2660121065146449
4.84968e-07	0.266593	0.2663881521940324
4.85449e-07	0.267595	0.26675088085527854
4.85929e-07	0.268126	0.26708574887105135
4.86409e-07	0.268987	0.2673839881365805
4.86889e-07	0.269242	0.26763804838353755
4.87369e-07	0.269721	0.26784650123753057
4.87849e-07	0.26973	0.2680114463011645
4.88329e-07	0.269703	0.26813531122829154
4.88809e-07	0.269564	0.26822829148741817
4.89289e-07	0.269099	0.26829177296181
4.89769e-07	0.268904	0.26834219187943187
4.90249e-07	0.26825	0.2683779549064598
4.90729e-07	0.268042	0.26841896714509517
4.91209e-07	0.267517	0.26846304489795386
4.91689e-07	0.267329	0.2685291523946367
4.92169e-07	0.267162	0.268618039562128
4.92649e-07	0.267067	0.2687441339195528
4.93129e-07	0.267307	0.2689114119909455
4.93609e-07	0.267408	0.26912823900260346
4.94089e-07	0.26797	0.2693984696989905
4.94569e-07	0.268333	0.269723514176504
4.9505e-07	0.269075	0.2701027462170476
4.9553e-07	0.269696	0.2705301999930028
4.9601e-07	0.270458	0.2709981678946397
4.9649e-07	0.271297	0.27149518188209676
4.9697e-07	0.27194	0.272006851934687
4.9745e-07	0.2729	0.2725201677823852
4.9793e-07	0.273416	0.2730172495777406
4.9841e-07	0.27428	0.2734858532003884
4.9889e-07	0.274821	0.2739096374571176
4.9937e-07	0.275357	0.27427674340210983
4.9985e-07	0.276035	0.2745761502123027
5.0033e-07	0.276234	0.274797729224489
5.0081e-07	0.276874	0.27493631718097195
5.0129e-07	0.277006	0.27498796694319366
5.0177e-07	0.277257	0.27495500171632065
5.0225e-07	0.277471	0.27483290879377553
5.0273e-07	0.277225	0.27460935156784244
5.0321e-07	0.277229	0.27427292406544307
5.0369e-07	0.276662	0.2738087812923902
5.0417e-07	0.276061	0.2732053504678448
5.0465e-07	0.275186	0.2724501076936752
5.05131e-07	0.27394	0.27153336220478075
5.05611e-07	0.272589	0.27045440352225214
5.06091e-07	0.270823	0.26921658273392995
5.06571e-07	0.269068	0.2678426048727503
5.07051e-07	0.266925	0.26635815794464585
5.07531e-07	0.264914	0.2648140990053675
5.08011e-07	0.262845	0.26325563855265477
5.08491e-07	0.260636	0.2617307700147523
5.08971e-07	0.258997	0.2602922319404086
5.09451e-07	0.257086	0.25895601755438563
5.09931e-07	0.255636	0.25774889382033905
5.10411e-07	0.254576	0.25667307885343177
5.10891e-07	0.253361	0.2557183745891674
5.11371e-07	0.252793	0.25488109990178703
5.11851e-07	0.252253	0.25414348417949023
5.12331e-07	0.25184	0.25349186341399044
5.12811e-07	0.251665	0.2529134802147161
5.13291e-07	0.251521	0.2523950516152919
5.13771e-07	0.251487	0.2519257304617978
5.14251e-07	0.251206	0.25149572592729086
5.14731e-07	0.25123	0.25109968145435163
5.15212e-07	0.251048	0.2507312272588517
5.15692e-07	0.250503	0.2503879930472597
5.16172e-07	0.250353	0.25007246293462027
5.16652e-07	0.249885	0.2497863541338413
5.17132e-07	0.24925	0.24953589904122175
5.17612e-07	0.24868	0.24932972991909627
5.18092e-07	0.248163	0.2491765093999475
5.18572e-07	0.24788	0.24908364875292738
