

lambda(m), Y
6.9571e-07, 0.10248
6.9667e-07, 0.104951
6.9763e-07, 0.104199
6.9859e-07, 0.102336
6.9955e-07, 0.102445
7.0051e-07, 0.105594
7.0147e-07, 0.109424
7.0243e-07, 0.111792
7.0339e-07, 0.114447
7.0435e-07, 0.120864
7.05311e-07, 0.131084
7.06271e-07, 0.141585
7.07231e-07, 0.150279
7.08191e-07, 0.156095
7.09151e-07, 0.156059
7.10111e-07, 0.148737
7.11071e-07, 0.136222
7.12031e-07, 0.122677
7.12991e-07, 0.113372
7.13951e-07, 0.112211
7.14911e-07, 0.119537
7.15872e-07, 0.132463
7.16832e-07, 0.148875
7.17792e-07, 0.167661
7.18752e-07, 0.186572
7.19712e-07, 0.204162
7.20672e-07, 0.220749
7.21632e-07, 0.236265
7.22592e-07, 0.247928
7.23552e-07, 0.253664
7.24512e-07, 0.252852
7.25473e-07, 0.250966
7.26433e-07, 0.254247
7.27393e-07, 0.262649
7.28353e-07, 0.269341
7.29313e-07, 0.268109
7.30273e-07, 0.258021
7.31233e-07, 0.238889
7.32193e-07, 0.213601
7.33153e-07, 0.183995
7.34113e-07, 0.154973
7.35074e-07, 0.1318
7.36034e-07, 0.121642
7.36994e-07, 0.126628
7.37954e-07, 0.143875
7.38914e-07, 0.167478
7.39874e-07, 0.190388
7.40834e-07, 0.207728
7.41794e-07, 0.215728
7.42754e-07, 0.216588
7.43714e-07, 0.211805
7.44674e-07, 0.203557
7.45635e-07, 0.190479
7.46595e-07, 0.174763
7.47555e-07, 0.162364
7.48515e-07, 0.16098
7.49475e-07, 0.168971
7.50435e-07, 0.181498
7.51395e-07, 0.200441
7.52355e-07, 0.226426
7.53315e-07, 0.253696
7.54275e-07, 0.274981
7.55236e-07, 0.288194
7.56196e-07, 0.291932
7.57156e-07, 0.289613
7.58116e-07, 0.288184
7.59076e-07, 0.295303
7.60036e-07, 0.309651
7.60996e-07, 0.323324
7.61956e-07, 0.333204
7.62916e-07, 0.337795
7.63876e-07, 0.339458
7.64836e-07, 0.341511
7.65797e-07, 0.347576
7.66757e-07, 0.359589
7.67717e-07, 0.373653
7.68677e-07, 0.388909
7.69637e-07, 0.404213
7.70597e-07, 0.415468
7.71557e-07, 0.421846
7.72517e-07, 0.422367
7.73477e-07, 0.416573
7.74437e-07, 0.405268
7.75398e-07, 0.389632
7.76358e-07, 0.376759
7.77318e-07, 0.373248
7.78278e-07, 0.374525
7.79238e-07, 0.375056
7.80198e-07, 0.36337
7.81158e-07, 0.342786
7.82118e-07, 0.33245
7.83078e-07, 0.318455
7.84038e-07, 0.298435
7.84998e-07, 0.273718
7.85959e-07, 0.245968
7.86919e-07, 0.219763
7.87879e-07, 0.204579
7.88839e-07, 0.208491
7.89799e-07, 0.227588
7.90759e-07, 0.248628
7.91719e-07, 0.265488
7.92679e-07, 0.279654
7.93639e-07, 0.292175
7.94599e-07, 0.304923
7.9556e-07, 0.320386
7.9652e-07, 0.336045
7.9748e-07, 0.346678
7.9844e-07, 0.349425
7.994e-07, 0.343746
8.0036e-07, 0.328879
8.0132e-07, 0.305073
8.0228e-07, 0.280746
8.0324e-07, 0.276975
8.042e-07, 0.30576
8.05161e-07, 0.349612
8.06121e-07, 0.388117
8.07081e-07, 0.415097
8.08041e-07, 0.431755
8.09001e-07, 0.440419
8.09961e-07, 0.443197
8.10921e-07, 0.442266
8.11881e-07, 0.439906
8.12841e-07, 0.437844
8.13801e-07, 0.437016
8.14761e-07, 0.440105
8.15722e-07, 0.449346
8.16682e-07, 0.461522
8.17642e-07, 0.472009
8.18602e-07, 0.477377
8.19562e-07, 0.477048
8.20522e-07, 0.474525
8.21482e-07, 0.473435
8.22442e-07, 0.47437
8.23402e-07, 0.477197
8.24362e-07, 0.483513
8.25323e-07, 0.49323
8.26283e-07, 0.503832
8.27243e-07, 0.513435
8.28203e-07, 0.520695
8.29163e-07, 0.525391
8.30123e-07, 0.527917
8.31083e-07, 0.52753
8.32043e-07, 0.522686
8.33003e-07, 0.512314
8.33963e-07, 0.49896
8.34923e-07, 0.490046
8.35884e-07, 0.485735
8.36844e-07, 0.47978
8.37804e-07, 0.468906
8.38764e-07, 0.449008
8.39724e-07, 0.417633
8.40684e-07, 0.376309
8.41644e-07, 0.335107
8.42604e-07, 0.310798
8.43564e-07, 0.303442
8.44524e-07, 0.296286
8.45485e-07, 0.283486
8.46445e-07, 0.272243
8.47405e-07, 0.274393
8.48365e-07, 0.297183
8.49325e-07, 0.335736
8.50285e-07, 0.377315
8.51245e-07, 0.412206
8.52205e-07, 0.437447
8.53165e-07, 0.454215
8.54125e-07, 0.465892
8.55086e-07, 0.476458
8.56046e-07, 0.486138
8.57006e-07, 0.493731
8.57966e-07, 0.500882
8.58926e-07, 0.508988
8.59886e-07, 0.515511
8.60846e-07, 0.520093
8.61806e-07, 0.52537
8.62766e-07, 0.53038
8.63726e-07, 0.532939
8.64686e-07, 0.531964
8.65647e-07, 0.526192
8.66607e-07, 0.513324
8.67567e-07, 0.490276
8.68527e-07, 0.456295
8.69487e-07, 0.419699
8.70447e-07, 0.402456
8.71407e-07, 0.415608
8.72367e-07, 0.442663
8.73327e-07, 0.467596
8.74287e-07, 0.485443
8.75248e-07, 0.496146
8.76208e-07, 0.50064
8.77168e-07, 0.499995
8.78128e-07, 0.49528
8.79088e-07, 0.485303
8.80048e-07, 0.465689
8.81008e-07, 0.433262
8.81968e-07, 0.395715
8.82928e-07, 0.384767
8.83888e-07, 0.412238
8.84848e-07, 0.445002
8.85809e-07, 0.463921
8.86769e-07, 0.46729
8.87729e-07, 0.458293
8.88689e-07, 0.446498
8.89649e-07, 0.446656
8.90609e-07, 0.461301
8.91569e-07, 0.47606
8.92529e-07, 0.477676
8.93489e-07, 0.466274
8.94449e-07, 0.464657
8.9541e-07, 0.492877
8.9637e-07, 0.530241
8.9733e-07, 0.557296
8.9829e-07, 0.572284
8.9925e-07, 0.579991
9.0021e-07, 0.587041
9.0117e-07, 0.594117
9.0213e-07, 0.598719
9.0309e-07, 0.600383
9.0405e-07, 0.599244
9.05011e-07, 0.594614
9.05971e-07, 0.584714
9.06931e-07, 0.567015
9.07891e-07, 0.541351
9.08851e-07, 0.519073
9.09811e-07, 0.512875
9.10771e-07, 0.510219
9.11731e-07, 0.499971
9.12691e-07, 0.483659
9.13651e-07, 0.466687
9.14611e-07, 0.453764
9.15572e-07, 0.446452
9.16532e-07, 0.442985
9.17492e-07, 0.440052
9.18452e-07, 0.436789
9.19412e-07, 0.442206
9.20372e-07, 0.464129
9.21332e-07, 0.492964
9.22292e-07, 0.519749
9.23252e-07, 0.542037
9.24212e-07, 0.559428
9.25173e-07, 0.571793
9.26133e-07, 0.578935
9.27093e-07, 0.580421
9.28053e-07, 0.575344
9.29013e-07, 0.561998
9.29973e-07, 0.537608
9.30933e-07, 0.499086
9.31893e-07, 0.446803
9.32853e-07, 0.386387
9.33813e-07, 0.327632
9.34773e-07, 0.297365
9.35734e-07, 0.318751
9.36694e-07, 0.373234
9.37654e-07, 0.42772
9.38614e-07, 0.467329
9.39574e-07, 0.491093
9.40534e-07, 0.501605
9.41494e-07, 0.501027
9.42454e-07, 0.48937
9.43414e-07, 0.46357
9.44374e-07, 0.420584
9.45335e-07, 0.365964
9.46295e-07, 0.329082
9.47255e-07, 0.337645
9.48215e-07, 0.370282
9.49175e-07, 0.40159
9.50135e-07, 0.425902
9.51095e-07, 0.442317
9.52055e-07, 0.450894
9.53015e-07, 0.453437
9.53975e-07, 0.453251
9.54935e-07, 0.454118
9.55896e-07, 0.458829
9.56856e-07, 0.467912
9.57816e-07, 0.479545
9.58776e-07, 0.490564
9.59736e-07, 0.497493
9.60696e-07, 0.496933
9.61656e-07, 0.486843
9.62616e-07, 0.47373
9.63576e-07, 0.476744
9.64536e-07, 0.491188
9.65497e-07, 0.489052
9.66457e-07, 0.464101
9.67417e-07, 0.444293
9.68377e-07, 0.467743
9.69337e-07, 0.515201
9.70297e-07, 0.553608
9.71257e-07, 0.577896
9.72217e-07, 0.590952
9.73177e-07, 0.593666
9.74137e-07, 0.586505
9.75098e-07, 0.56874
9.76058e-07, 0.536863
9.77018e-07, 0.481093
9.77978e-07, 0.396295
9.78938e-07, 0.286633
9.79898e-07, 0.206732
9.80858e-07, 0.234428
9.81818e-07, 0.319801
9.82778e-07, 0.36853
9.83738e-07, 0.436091
9.84698e-07, 0.529498
9.85659e-07, 0.592767
9.86619e-07, 0.626924
9.87579e-07, 0.639171
9.88539e-07, 0.632631
9.89499e-07, 0.620386
9.90459e-07, 0.605572
9.91419e-07, 0.597334
9.92379e-07, 0.618272
9.93339e-07, 0.639047
9.94299e-07, 0.641839
9.9526e-07, 0.626595
9.9622e-07, 0.594124
9.9718e-07, 0.545659
9.9814e-07, 0.489184
9.991e-07, 0.445155
1.00006e-06, 0.434926
1.00102e-06, 0.456771
1.00198e-06, 0.49058
1.00294e-06, 0.520671
1.0039e-06, 0.541974
1.00486e-06, 0.555085
1.00582e-06, 0.561942
1.00678e-06, 0.564098
1.00774e-06, 0.562454
1.0087e-06, 0.557142
1.00966e-06, 0.546916
1.01062e-06, 0.528701
