

lambda(m), Y
1.25353e-06, 0.631531
1.25449e-06, 0.665005
1.25545e-06, 0.692165
1.25641e-06, 0.713636
1.25737e-06, 0.730075
1.25833e-06, 0.742366
1.25929e-06, 0.750769
1.26025e-06, 0.755784
1.26121e-06, 0.758101
1.26217e-06, 0.758102
1.26313e-06, 0.757584
1.26409e-06, 0.758809
1.26505e-06, 0.762629
1.26601e-06, 0.76838
1.26697e-06, 0.773726
1.26793e-06, 0.777162
1.26889e-06, 0.778997
1.26985e-06, 0.779126
1.27081e-06, 0.777881
1.27177e-06, 0.775878
1.27273e-06, 0.772702
1.27369e-06, 0.768613
1.27465e-06, 0.763709
1.27561e-06, 0.757187
1.27657e-06, 0.749096
1.27753e-06, 0.738867
1.27849e-06, 0.725455
1.27945e-06, 0.709249
1.28041e-06, 0.691587
1.28137e-06, 0.677303
1.28233e-06, 0.674113
1.28329e-06, 0.683984
1.28425e-06, 0.700974
1.28521e-06, 0.717745
1.28617e-06, 0.730267
1.28713e-06, 0.73834
1.28809e-06, 0.742912
1.28905e-06, 0.744469
1.29001e-06, 0.743932
1.29097e-06, 0.7419
1.29193e-06, 0.73843
1.29289e-06, 0.734051
1.29385e-06, 0.728924
1.29481e-06, 0.723033
1.29577e-06, 0.7168
1.29673e-06, 0.710171
1.29769e-06, 0.703242
1.29865e-06, 0.69637
1.29961e-06, 0.689316
1.30057e-06, 0.682251
1.30153e-06, 0.675216
1.30249e-06, 0.667319
1.30345e-06, 0.657907
1.30441e-06, 0.645368
1.30537e-06, 0.628482
1.30633e-06, 0.611122
1.30729e-06, 0.598456
1.30825e-06, 0.590757
1.30921e-06, 0.586
1.31017e-06, 0.58254
1.31113e-06, 0.578838
1.31209e-06, 0.574763
1.31305e-06, 0.570477
1.31401e-06, 0.565242
1.31497e-06, 0.559319
1.31593e-06, 0.553098
1.31689e-06, 0.546069
1.31785e-06, 0.538898
1.31881e-06, 0.532711
1.31977e-06, 0.528158
1.32073e-06, 0.527506
1.32169e-06, 0.533941
1.32265e-06, 0.549804
1.32361e-06, 0.5768
1.32457e-06, 0.613828
1.32553e-06, 0.655563
1.32649e-06, 0.695716
1.32745e-06, 0.729657
1.32841e-06, 0.755164
1.32937e-06, 0.772758
1.33033e-06, 0.78397
1.33129e-06, 0.790143
1.33225e-06, 0.792933
1.33321e-06, 0.793422
1.33417e-06, 0.791968
1.33513e-06, 0.7894
1.33609e-06, 0.786137
1.33705e-06, 0.781932
1.33801e-06, 0.777262
1.33897e-06, 0.772415
1.33993e-06, 0.766932
