Wavelength (nm),Absorbance,Color,Concentration,Smoothed Absorbance,webcolor
633.5062240663901,0.2692622950819672,black,0,0.26867620689352856,#000000
634.0248962655602,0.2700819672131147,black,0,0.2694176919471307,#000000
634.5435684647302,0.27090163934426226,black,0,0.2701422747699713,#000000
635.0622406639004,0.27090163934426226,black,0,0.27084885359529326,#000000
635.5809128630706,0.2717213114754098,black,0,0.27153625423479566,#000000
636.0995850622407,0.2725409836065574,black,0,0.27220332488187143,#000000
636.6182572614108,0.2733606557377049,black,0,0.27284973872165885,#000000
637.136929460581,0.27418032786885244,black,0,0.27347536280075635,#000000
637.655601659751,0.27418032786885244,black,0,0.2740798177913826,#000000
638.1742738589212,0.27499999999999997,black,0,0.27466259646109564,#000000
638.6929460580914,0.2758196721311475,black,0,0.275223618149777,#000000
639.2116182572614,0.2766393442622951,black,0,0.2757630790186713,#000000
639.7302904564316,0.2766393442622951,black,0,0.2762812021984364,#000000
640.2489626556016,0.2774590163934426,black,0,0.2767783852020417,#000000
640.7676348547718,0.27827868852459015,black,0,0.27725571785030495,#000000
641.286307053942,0.27827868852459015,black,0,0.2777143645910191,#000000
641.804979253112,0.2790983606557377,black,0,0.27815517144652835,#000000
642.3236514522822,0.2790983606557377,black,0,0.27857885784155323,#000000
642.8423236514523,0.2799180327868852,black,0,0.2789865355514957,#000000
643.3609958506224,0.2799180327868852,black,0,0.27937890657310793,#000000
643.8796680497926,0.28073770491803274,black,0,0.27975580791129145,#000000
644.3983402489627,0.28073770491803274,black,0,0.2801163605945487,#000000
644.9170124481328,0.28073770491803274,black,0,0.2804596308801005,#000000
645.4356846473029,0.2815573770491803,black,0,0.28078550043805606,#000000
645.954356846473,0.2815573770491803,black,0,0.2810937709989468,#000000
646.4730290456432,0.2815573770491803,black,0,0.2813830570912082,#000000
646.9917012448133,0.2815573770491803,black,0,0.2816515162951805,#000000
647.5103734439834,0.28237704918032785,black,0,0.28189798080711076,#000000
648.0290456431535,0.28237704918032785,black,0,0.282122185126265,#000000
648.5477178423237,0.28237704918032785,black,0,0.2823225954326388,#000000
649.0663900414938,0.28237704918032785,black,0,0.2824966979952973,#000000
649.5850622406639,0.2831967213114754,black,0,0.2826404762489846,#000000
650.103734439834,0.2831967213114754,black,0,0.28275049727714374,#000000
650.6224066390041,0.2831967213114754,black,0,0.2828224497942908,#000000
651.1410788381743,0.2831967213114754,black,0,0.2828526545739455,#000000
651.6597510373444,0.2840163934426229,black,0,0.2828423460498721,#000000
652.1784232365146,0.2840163934426229,black,0,0.2827953727902924,#000000
652.6970954356847,0.2840163934426229,black,0,0.28271702147717376,#000000
653.2157676348547,0.2840163934426229,black,0,0.2826143544181937,#000000
653.7344398340249,0.2840163934426229,black,0,0.2824926611772201,#000000
654.2531120331951,0.2840163934426229,black,0,0.2823541413651291,#000000
654.7717842323652,0.2840163934426229,black,0,0.2821993434820077,#000000
655.2904564315353,0.2831967213114754,black,0,0.28202890267796454,#000000
655.8091286307055,0.2831967213114754,black,0,0.2818439853422314,#000000
656.3278008298755,0.2831967213114754,black,0,0.281645161925549,#000000
656.8464730290457,0.2831967213114754,black,0,0.2814321116714688,#000000
657.3651452282159,0.28237704918032785,black,0,0.28120288428203666,#000000
657.8838174273859,0.28237704918032785,black,0,0.28095261952457257,#000000
658.4024896265561,0.2815573770491803,black,0,0.2806745900779829,#000000
658.9211618257261,0.2815573770491803,black,0,0.2803610627397791,#000000
659.4398340248963,0.28073770491803274,black,0,0.28000382585945,#000000
659.9585062240665,0.2799180327868852,black,0,0.27959577795431056,#000000
660.4771784232365,0.2799180327868852,black,0,0.27913590248687925,#000000
660.9958506224067,0.2790983606557377,black,0,0.2786293850688317,#000000
661.5145228215767,0.27827868852459015,black,0,0.2780828301182606,#000000
662.0331950207469,0.27827868852459015,black,0,0.27749992837776605,#000000
662.5518672199171,0.2774590163934426,black,0,0.27688399037229916,#000000
663.0705394190871,0.2766393442622951,black,0,0.2762383745034677,#000000
663.5892116182573,0.2758196721311475,black,0,0.27556539511772343,#000000
664.1078838174274,0.27499999999999997,black,0,0.2748665581492384,#000000
664.6265560165975,0.27499999999999997,black,0,0.2741434142533776,#000000
665.1452282157677,0.27418032786885244,black,0,0.2733981784644487,#000000
665.6639004149378,0.2733606557377049,black,0,0.27263336392286497,#000000
666.1825726141079,0.2725409836065574,black,0,0.27185039511971343,#000000
666.701244813278,0.2717213114754098,black,0,0.27104903344093284,#000000
667.2199170124481,0.27090163934426226,black,0,0.2702284756959409,#000000
667.7385892116183,0.2700819672131147,black,0,0.2693879577067503,#000000
668.2572614107884,0.2692622950819672,black,0,0.26852664975526896,#000000
668.7759336099585,0.26844262295081966,black,0,0.2676438790699971,#000000
669.2946058091286,0.26762295081967213,black,0,0.2667389594059357,#000000
669.8132780082988,0.265983606557377,black,0,0.2658117262614562,#000000
670.3319502074689,0.2651639344262295,black,0,0.26486259177104626,#000000
670.8506224066391,0.26434426229508196,black,0,0.2638915586404039,#000000
671.3692946058092,0.2635245901639344,black,0,0.26289909174648,#000000
671.8879668049793,0.26270491803278684,black,0,0.26188569311715637,#000000
672.4066390041494,0.2610655737704918,black,0,0.2608514524803322,#000000
672.9253112033196,0.26024590163934425,black,0,0.2597968704874003,#000000
673.4439834024897,0.2594262295081967,black,0,0.2587235156203382,#000000
673.9626556016598,0.2586065573770492,black,0,0.2576334368701499,#000000
674.48132780083,0.25696721311475407,black,0,0.2565285887376933,#000000
675.0,0.25614754098360654,black,0,0.2554096613019312,#000000
675.5186721991702,0.2545081967213115,black,0,0.2542768720903855,#000000
676.0373443983403,0.2536885245901639,black,0,0.25313065772952087,#000000
676.5560165975104,0.2520491803278688,black,0,0.25197134706168345,#000000
677.0746887966806,0.2512295081967213,black,0,0.2507988624490128,#000000
677.5933609958506,0.2495901639344262,black,0,0.249612823566146,#000000
678.1120331950208,0.24877049180327868,black,0,0.24841292145385305,#000000
678.630705394191,0.2471311475409836,black,0,0.24719875807812472,#000000
679.149377593361,0.24631147540983606,black,0,0.2459697905101131,#000000
679.6680497925312,0.24467213114754097,black,0,0.24472585037864325,#000000
680.1867219917012,0.2438524590163934,black,0,0.24346786013678798,#000000
680.7053941908714,0.24221311475409835,black,0,0.24219693659208838,#000000
681.2240663900416,0.24139344262295082,black,0,0.24091385322335013,#000000
681.7427385892116,0.23975409836065573,black,0,0.2396191687348215,#000000
682.2614107883818,0.23893442622950817,black,0,0.2383137452252503,#000000
682.7800829875519,0.2372950819672131,black,0,0.23699879628359205,#000000
683.298755186722,0.23647540983606558,black,0,0.23567503858287708,#000000
683.8174273858922,0.23483606557377046,black,0,0.23434257680422546,#000000
684.3360995850622,0.2331967213114754,black,0,0.2330014441451743,#000000
684.8547717842324,0.23237704918032787,black,0,0.23165178858478622,#000000
685.3734439834025,0.23073770491803278,black,0,0.23029348943123967,#000000
685.8921161825726,0.2290983606557377,black,0,0.22892643452050435,#000000
686.4107883817428,0.22745901639344263,black,0,0.22755067991233954,#000000
686.9294605809129,0.22663934426229507,black,0,0.22616650911127295,#000000
687.448132780083,0.22499999999999998,black,0,0.22477408793714695,#000000
687.9668049792531,0.22336065573770492,black,0,0.2233735611682183,#000000
688.4854771784233,0.22172131147540983,black,0,0.2219648930936765,#000000
689.0041493775934,0.22090163934426227,black,0,0.22054814391314606,#000000
689.5228215767636,0.2192622950819672,black,0,0.21912345263354238,#000000
690.0414937759336,0.21762295081967212,black,0,0.21769147099968233,#000000
690.5601659751038,0.21598360655737703,black,0,0.21625298771065363,#000000
691.0788381742739,0.2151639344262295,black,0,0.2148089066180969,#000000
691.597510373444,0.2135245901639344,black,0,0.21335992072409393,#000000
692.1161825726142,0.21188524590163932,black,0,0.21190653295002893,#000000
692.6348547717843,0.21024590163934426,black,0,0.2104488801928026,#000000
693.1535269709544,0.20942622950819673,black,0,0.20898700346573337,#000000
693.6721991701245,0.2077868852459016,black,0,0.20752080042104826,#000000
694.1908713692947,0.20614754098360655,black,0,0.20605032065128293,#000000
694.7095435684648,0.20450819672131146,black,0,0.20457567605564864,#000000
695.2282157676349,0.20368852459016393,black,0,0.2030968753722328,#000000
695.746887966805,0.20204918032786884,black,0,0.20161437936874116,#000000
696.2655601659751,0.20040983606557378,black,0,0.20012906883470596,#000000
696.7842323651453,0.19877049180327866,black,0,0.19864226514451166,#000000
697.3029045643154,0.1971311475409836,black,0,0.19715537633436478,#000000
697.8215767634855,0.1954918032786885,black,0,0.195670373590241,#000000
698.3402489626557,0.19385245901639342,black,0,0.19418938708300998,#000000
698.8589211618257,0.1930327868852459,black,0,0.19271455746063357,#000000
699.3775933609959,0.19139344262295083,black,0,0.19124742139613501,#000000
699.8962655601661,0.1897540983606557,black,0,0.18978946017289647,#000000
700.4149377593361,0.18811475409836065,black,0,0.18834214340358882,#000000
700.9336099585063,0.18647540983606556,black,0,0.18690647830339455,#000000
701.4522821576763,0.18483606557377047,black,0,0.18548300545443305,#000000
701.9709543568465,0.1831967213114754,black,0,0.18407198323816584,#000000
702.4896265560167,0.18155737704918032,black,0,0.18267370943618932,#000000
703.0082987551867,0.18073770491803276,black,0,0.18128821237096895,#000000
703.5269709543569,0.1790983606557377,black,0,0.17991534053940317,#000000
704.045643153527,0.1774590163934426,black,0,0.17855479384770684,#000000
704.5643153526971,0.17663934426229508,black,0,0.17720650530710066,#000000
705.0829875518673,0.175,black,0,0.17587033581567588,#000000
705.6016597510373,0.17418032786885246,black,0,0.17454627411983875,#000000
706.1203319502075,0.17254098360655737,black,0,0.1732344178841518,#000000
706.6390041493776,0.17172131147540984,black,0,0.17193535749923053,#000000
707.1576763485477,0.17008196721311475,black,0,0.17065026001431605,#000000
707.6763485477179,0.16926229508196722,black,0,0.16938065083590387,#000000
708.1950207468881,0.16762295081967213,black,0,0.1681281077178087,#000000
708.7136929460581,0.16680327868852457,black,0,0.16689360064034917,#000000
709.2323651452283,0.16598360655737704,black,0,0.1656767191609378,#000000
709.7510373443984,0.16434426229508195,black,0,0.16447630855803272,#000000
710.2697095435685,0.16352459016393442,black,0,0.16329102097008424,#000000
710.7883817427387,0.16188524590163933,black,0,0.16211971521352012,#000000
711.3070539419087,0.1610655737704918,black,0,0.16096144581621336,#000000
711.8257261410789,0.1594262295081967,black,0,0.159815097886504,#000000
712.344398340249,0.15860655737704918,black,0,0.15867964477246424,#000000
712.8630705394191,0.1569672131147541,black,0,0.1575542965073086,#000000
713.3817427385893,0.15614754098360656,black,0,0.1564381117200139,#000000
713.9004149377594,0.15450819672131147,black,0,0.1553300546117137,#000000
714.4190871369295,0.15368852459016394,black,0,0.1542294249828402,#000000
714.9377593360996,0.15204918032786885,black,0,0.1531358324030908,#000000
715.4564315352698,0.15122950819672132,black,0,0.1520496983584138,#000000
715.9751037344399,0.15040983606557376,black,0,0.15097259273202837,#000000
716.49377593361,0.14959016393442623,black,0,0.149906933704254,#000000
717.0124481327802,0.14877049180327867,black,0,0.14885517878346116,#000000
717.5311203319502,0.14795081967213114,black,0,0.14781957607475668,#000000
718.0497925311204,0.14631147540983605,black,0,0.1468016170625986,#000000
718.5684647302905,0.14549180327868852,black,0,0.14580207584292434,#000000
719.0871369294606,0.144672131147541,black,0,0.14482081162065027,#000000
719.6058091286308,0.14385245901639343,black,0,0.14385703508292244,#000000
720.1244813278008,0.1430327868852459,black,0,0.14290987019066423,#000000
720.643153526971,0.1413934426229508,black,0,0.14197878667430194,#000000
721.1618257261412,0.14057377049180328,black,0,0.1410633568828572,#000000
721.6804979253112,0.13975409836065572,black,0,0.14016282188596926,#000000
722.1991701244814,0.1389344262295082,black,0,0.13927615168216942,#000000
722.7178423236514,0.1372950819672131,black,0,0.13840185462624413,#000000
723.2365145228216,0.13647540983606557,black,0,0.13753859523076456,#000000
723.7551867219918,0.13565573770491804,black,0,0.13668574282700616,#000000
724.273858921162,0.13483606557377048,black,0,0.13584338851708863,#000000
724.792531120332,0.13483606557377048,black,0,0.13501200697800603,#000000
725.311203319502,0.13401639344262295,black,0,0.13419313485685408,#000000
725.8298755186722,0.13319672131147542,black,0,0.13338832996627392,#000000
726.3485477178424,0.13237704918032786,black,0,0.13259845317361957,#000000
726.8672199170126,0.13155737704918033,black,0,0.1318237293500025,#000000
727.3858921161826,0.13073770491803277,black,0,0.13106436929912757,#000000
727.9045643153528,0.12991803278688524,black,0,0.13032070523566092,#000000
728.4232365145228,0.1290983606557377,black,0,0.12959357123889412,#000000
728.941908713693,0.12827868852459015,black,0,0.128883183957246,#000000
729.4605809128632,0.12827868852459015,black,0,0.12818879003583766,#000000
729.9792531120332,0.12745901639344262,black,0,0.12750924741842212,#000000
730.4979253112034,0.1266393442622951,black,0,0.12684325105422936,#000000
731.0165975103735,0.12581967213114753,black,0,0.12618995621356047,#000000
731.5352697095436,0.125,black,0,0.12554838595081244,#000000
732.0539419087138,0.12418032786885247,black,0,0.12491770509700612,#000000
732.5726141078839,0.12418032786885247,black,0,0.12429744897045251,#000000
733.091286307054,0.12336065573770491,black,0,0.12368814826087264,#000000
733.6099585062241,0.12254098360655738,black,0,0.12309055207276234,#000000
734.1286307053942,0.12254098360655738,black,0,0.12250555655381573,#000000
734.6473029045644,0.12172131147540982,black,0,0.1219336722022542,#000000
735.1659751037345,0.12090163934426229,black,0,0.12137468271535674,#000000
735.6846473029046,0.12008196721311476,black,0,0.1208279589657269,#000000
736.2033195020747,0.12008196721311476,black,0,0.12029295087771175,#000000
736.7219917012449,0.1192622950819672,black,0,0.11976907522455607,#000000
737.240663900415,0.1192622950819672,black,0,0.11925592015138459,#000000
737.7593360995851,0.11844262295081967,black,0,0.11875311721861537,#000000
738.2780082987553,0.11762295081967214,black,0,0.11826059730399036,#000000
738.7966804979253,0.11762295081967214,black,0,0.11777864774859428,#000000
739.3153526970955,0.11680327868852458,black,0,0.11730753869973201,#000000
739.8340248962656,0.11680327868852458,black,0,0.1168470488162379,#000000
740.3526970954357,0.11598360655737705,black,0,0.11642281127451361,#000000
740.8713692946059,0.11598360655737705,black,0,0.11600564348676222,#000000
741.3900414937759,0.11516393442622952,black,0,0.11559217089697611,#000000
741.9087136929461,0.11516393442622952,black,0,0.1151809247931635,#000000
742.4273858921163,0.11434426229508196,black,0,0.11477129575706756,#000000
742.9460580912864,0.11434426229508196,black,0,0.11436298563759999,#000000
743.4647302904565,0.11352459016393443,black,0,0.11395583971277605,#000000
743.9834024896265,0.11352459016393443,black,0,0.11354977132205785,#000000
744.5020746887967,0.11270491803278687,black,0,0.11314475009365754,#000000
745.0207468879669,0.11270491803278687,black,0,0.11274077739765427,#000000
745.539419087137,0.11188524590163934,black,0,0.11233788939752803,#000000
746.0580912863071,0.11188524590163934,black,0,0.11193613985319577,#000000
746.5767634854772,0.11106557377049181,black,0,0.11153560709920317,#000000
747.0954356846473,0.11106557377049181,black,0,0.11113638010125432,#000000
747.6141078838175,0.11106557377049181,black,0,0.11073856888483934,#000000
748.1327800829877,0.11106557377049181,black,0,0.11034228008488534,#000000
748.6514522821577,0.11106557377049181,black,0,0.10994758228802361,#000000
749.1701244813278,0.11024590163934425,black,0,0.10955448293636799,#000000
551.0373443983402,0.14549180327868852,red,5,0.14504107555969512,#FF0001
551.5560165975104,0.14549180327868852,red,5,0.14545672243451752,#FF0001
552.0746887966804,0.14631147540983605,red,5,0.1458727310708932,#FF0001
552.5933609958506,0.14631147540983605,red,5,0.14628908231508403,#FF0001
553.1120331950208,0.14631147540983605,red,5,0.14670572894375944,#FF0001
553.6307053941908,0.14631147540983605,red,5,0.14712261974627913,#FF0001
554.149377593361,0.1471311475409836,red,5,0.1475397344772877,#FF0001
554.6680497925311,0.14795081967213114,red,5,0.14795710378158358,#FF0001
555.1867219917012,0.14877049180327867,red,5,0.14837480050609342,#FF0001
555.7053941908714,0.14877049180327867,red,5,0.14879291483481225,#FF0001
556.2240663900415,0.14959016393442623,red,5,0.14921153445272464,#FF0001
556.7427385892116,0.14959016393442623,red,5,0.14963075670150833,#FF0001
557.2614107883817,0.15040983606557376,red,5,0.15005067807542763,#FF0001
557.7800829875519,0.15040983606557376,red,5,0.15047140596798841,#FF0001
558.298755186722,0.15122950819672132,red,5,0.15089304686184674,#FF0001
558.8174273858921,0.15122950819672132,red,5,0.1513157287474983,#FF0001
559.3360995850622,0.15122950819672132,red,5,0.15173962638982139,#FF0001
559.8547717842324,0.15204918032786885,red,5,0.15216512909018384,#FF0001
560.3734439834025,0.15204918032786885,red,5,0.1525930489466586,#FF0001
560.8921161825726,0.15286885245901638,red,5,0.15303205957561442,#FF0001
561.4107883817427,0.15286885245901638,red,5,0.1534736390102777,#FF0001
561.9294605809129,0.15368852459016394,red,5,0.15391770079342132,#FF0001
562.448132780083,0.15450819672131147,red,5,0.15436446477619917,#FF0001
562.9668049792531,0.15450819672131147,red,5,0.1548149385092993,#FF0001
563.4854771784233,0.155327868852459,red,5,0.15527088918953036,#FF0001
