lambda,signal,smoothed_signal
5.31533e-07,0.0134115,0.01443950646530464
5.32493e-07,0.0143323,0.01509465505831993
5.33453e-07,0.0157565,0.016226188801203724
5.34413e-07,0.0176025,0.017800822681015186
5.35374e-07,0.0196899,0.019602847369265354
5.36334e-07,0.0217325,0.021250934775089762
5.37294e-07,0.0233874,0.0223461032301174
5.38254e-07,0.0243598,0.022806649813621883
5.39214e-07,0.024506,0.02286538167153882
5.40174e-07,0.0238568,0.02261956500691882
5.41134e-07,0.0225497,0.021843618882591835
5.42094e-07,0.0207544,0.020447503260244856
5.43054e-07,0.0186777,0.01864416849880342
5.44014e-07,0.0165797,0.016782086288769538
5.44974e-07,0.014707,0.015197854025436438
5.45935e-07,0.0132116,0.014153779309589793
5.46895e-07,0.0122062,0.013716525191992507
5.47855e-07,0.0118733,0.013688979614636786
5.48815e-07,0.012447,0.013994560499847626
5.49775e-07,0.0140806,0.015006329788062576
5.50735e-07,0.0167294,0.017135282261654387
5.51695e-07,0.0201276,0.020247972979366684
5.52655e-07,0.0238412,0.02377455803052852
5.53615e-07,0.0273605,0.027073567401406318
5.54575e-07,0.0302338,0.029610061029477903
5.55536e-07,0.0322071,0.031171228238281203
5.56496e-07,0.0332696,0.031937940985751326
5.57456e-07,0.0335703,0.032215422306863695
5.58416e-07,0.0333053,0.032216352193320974
5.59376e-07,0.0326557,0.03191903885214188
5.60336e-07,0.0317435,0.031247689682258606
5.61296e-07,0.0305935,0.030222507852221882
5.62256e-07,0.0291595,0.028896420518152117
5.63216e-07,0.0274346,0.02733888270115878
5.64176e-07,0.0255567,0.025711797235669093
5.65137e-07,0.0237884,0.024306523603176262
5.66097e-07,0.0223909,0.023413194382590864
5.67057e-07,0.021544,0.023075642567255764
5.68017e-07,0.0213784,0.023091636460193205
5.68977e-07,0.0220342,0.023466135317459016
5.69937e-07,0.023657,0.02456170068915705
5.70897e-07,0.0263281,0.026783241688716618
5.71857e-07,0.0299773,0.03017621122211245
5.72817e-07,0.0343516,0.03441880617862762
5.73777e-07,0.0390551,0.03904392061551099
5.74737e-07,0.0436528,0.04359398695059176
5.75698e-07,0.0478954,0.04781729683885495
5.76658e-07,0.0518007,0.05169146838247157
5.77618e-07,0.0554047,0.055152839522981306
5.78578e-07,0.0585199,0.05781756823858459
5.79538e-07,0.060761,0.059185907218236605
5.80498e-07,0.0617766,0.059555667560062274
5.81458e-07,0.0614976,0.05952261757806
5.82418e-07,0.0601228,0.058974001742849565
5.83378e-07,0.0579662,0.0574512261943214
5.84338e-07,0.055252,0.05500274907735658
5.85299e-07,0.0520604,0.05193244032520332
5.86259e-07,0.0485236,0.04847690091694312
5.87219e-07,0.0447937,0.044860674974921015
5.88179e-07,0.0412197,0.04150070596889316
5.89139e-07,0.0382132,0.03900729660086456
5.90099e-07,0.0361046,0.0378522281346972
5.91059e-07,0.0352002,0.03761446070176418
5.92019e-07,0.0355922,0.03774134431204647
5.92979e-07,0.0374656,0.03862608210689103
5.93939e-07,0.0407726,0.04121506760891009
5.94899e-07,0.0454875,0.04565031014652939
5.9586e-07,0.0513717,0.05144178536287401
5.9682e-07,0.0582422,0.05825523040101206
5.9778e-07,0.0652807,0.06527774772563329
5.9874e-07,0.0723325,0.07228119034575033
5.997e-07,0.0785137,0.07841807197054461
6.0066e-07,0.0838498,0.0835862554482498
6.0162e-07,0.087685,0.08720398787942096
6.0258e-07,0.0905881,0.0894494544601666
6.0354e-07,0.0921179,0.09035646295448815
6.045e-07,0.0924346,0.09058988229388654
6.05461e-07,0.0918903,0.09050874518087529
6.06421e-07,0.090828,0.08996067901022244
6.07381e-07,0.0893405,0.08876809714653579
6.08341e-07,0.08731,0.08691388682938125
6.09301e-07,0.0847023,0.08443145548912068
6.10261e-07,0.0815382,0.08135562300435989
6.11221e-07,0.0778598,0.07773188704045354
6.12181e-07,0.0736589,0.07358374725622725
6.13141e-07,0.0690815,0.0690449894813866
6.14101e-07,0.0642569,0.0642747027360592
6.15062e-07,0.05947,0.059622816080456116
6.16022e-07,0.0552164,0.05589154980483957
6.16982e-07,0.0522401,0.05423384962563004
6.17942e-07,0.0510878,0.05395638124129113
6.18902e-07,0.0518261,0.05407360358451946
6.19862e-07,0.0541228,0.05509058110458879
6.20822e-07,0.0575419,0.057880209390853414
6.21782e-07,0.0619241,0.06209313291890973
6.22742e-07,0.0673974,0.06749668301895839
6.23702e-07,0.0741024,0.07415357285600002
6.24662e-07,0.0819304,0.081946807290197
6.25623e-07,0.0902648,0.09025891353834209
6.26583e-07,0.098388,0.09836162426514766
6.27543e-07,0.105748,0.1057092867571208
6.28503e-07,0.112323,0.11228299005293715
6.29463e-07,0.118355,0.11830048961813851
6.30423e-07,0.123861,0.12374768389752043
6.31383e-07,0.128622,0.12833042230348934
6.32343e-07,0.132278,0.13154695418389054
6.33303e-07,0.134615,0.13317918319868532
6.34263e-07,0.135626,0.13373088627592308
6.35224e-07,0.135574,0.1338022998020989
6.36184e-07,0.134796,0.13352913615124584
6.37144e-07,0.133433,0.13262141404773142
6.38104e-07,0.13145,0.1308858848944492
6.39064e-07,0.128571,0.1281962159053381
6.40024e-07,0.12458,0.12437770012534134
6.40984e-07,0.11957,0.11946233558416003
6.41944e-07,0.113631,0.113566530615366
6.42904e-07,0.106761,0.10672222659888657
6.43864e-07,0.0990183,0.09899761439624521
6.44824e-07,0.0905879,0.09058854011392115
6.45785e-07,0.0820868,0.08215530129238058
6.46745e-07,0.0748748,0.07559797379489515
6.47705e-07,0.0706118,0.07393399945745519
6.48665e-07,0.070082,0.07388911998714796
6.49625e-07,0.0728177,0.07439916026917723
6.50585e-07,0.0778266,0.07805059459052355
6.51545e-07,0.0838965,0.08390289203385833
6.52505e-07,0.089853,0.0898194144529593
6.53465e-07,0.0953084,0.09531515436830608
6.54425e-07,0.100783,0.10085018785167824
6.55386e-07,0.107153,0.10722554326231629
6.56346e-07,0.115154,0.1151954629517976
6.57306e-07,0.125075,0.12509031928474076
6.58266e-07,0.136365,0.13636551652163043
6.59226e-07,0.14771,0.14769750671232262
6.60186e-07,0.157852,0.15782225870600491
6.61146e-07,0.166347,0.16630557441100904
6.62106e-07,0.173604,0.1735568079271006
6.63066e-07,0.180059,0.17997286668639953
6.64026e-07,0.185589,0.18538635186281113
6.64986e-07,0.189868,0.1894256798066566
6.65947e-07,0.192864,0.1919783952426749
6.66907e-07,0.194717,0.1932344062392181
6.67867e-07,0.195457,0.1936830417272568
6.68827e-07,0.195153,0.19374663646509405
6.69787e-07,0.194212,0.19349647532499026
6.70747e-07,0.193289,0.19282017491585013
6.71707e-07,0.192501,0.19175777111524153
6.72667e-07,0.191012,0.19014927083699396
6.73627e-07,0.187805,0.18730316320441182
6.74587e-07,0.182342,0.18219160830954023
6.75548e-07,0.174994,0.17503225762164257
6.76508e-07,0.167941,0.16861206169672935
6.77468e-07,0.164168,0.16614059823292027
6.78428e-07,0.164021,0.1652218304530762
6.79388e-07,0.16502,0.1645276782796246
6.80348e-07,0.16507,0.16373282733702765
6.81308e-07,0.163625,0.1625108406281382
6.82268e-07,0.160788,0.16026072646726172
6.83228e-07,0.156746,0.15658804250192515
6.84188e-07,0.151957,0.15209856011342346
6.85149e-07,0.147518,0.14855374986005743
6.86109e-07,0.144822,0.14750123556615963
6.87069e-07,0.14447,0.14741892094883907
6.88029e-07,0.146087,0.14777401845751
6.88989e-07,0.149001,0.14956212997800492
6.89949e-07,0.152772,0.153010169871712
6.90909e-07,0.157518,0.1576718066426577
6.91869e-07,0.163692,0.16376812873002888
6.92829e-07,0.171207,0.1712335976085257
6.93789e-07,0.179412,0.17942691026609697
6.94749e-07,0.188162,0.18817561632422147
6.9571e-07,0.19762,0.19762771854535294
6.9667e-07,0.207593,0.2075924551452035
6.9763e-07,0.217562,0.21754437922172293
6.9859e-07,0.226558,0.22650265452902346
6.9955e-07,0.233689,0.23363478890076395
7.0051e-07,0.239686,0.23973365501941976
7.0147e-07,0.246724,0.24676322819318444
7.0243e-07,0.254963,0.2549280849122365
7.0339e-07,0.262252,0.26212738582757034
7.0435e-07,0.267626,0.26749527144429763
7.05311e-07,0.271967,0.2719258339500887
7.06271e-07,0.276256,0.27620484760613845
7.07231e-07,0.280463,0.2802721497774897
7.08191e-07,0.283927,0.2836165683506118
7.09151e-07,0.286503,0.28622264633686867
7.10111e-07,0.288599,0.2883822684399172
7.11071e-07,0.290592,0.2902144391103623
7.12031e-07,0.29238,0.29152016728962665
7.12991e-07,0.293594,0.29211982183073637
7.13951e-07,0.294089,0.29221574239536435
7.14911e-07,0.293775,0.2919976116313479
7.15872e-07,0.292331,0.29111957481680617
7.16832e-07,0.289311,0.28880932050799385
7.17792e-07,0.28494,0.28481711630652734
7.18752e-07,0.280204,0.2801441799507084
7.19712e-07,0.27525,0.2751315341546949
7.20672e-07,0.268952,0.2688588906997036
7.21632e-07,0.260378,0.2603473058809372
7.22592e-07,0.250085,0.25010633906964175
7.23552e-07,0.240864,0.24106970884143963
7.24512e-07,0.235518,0.23595324437793255
7.25473e-07,0.232923,0.23288741073284738
7.26433e-07,0.229869,0.229612927167584
7.27393e-07,0.225224,0.22526026882775976
7.28353e-07,0.220388,0.22128428340822742
7.29313e-07,0.217498,0.219885317735137
7.30273e-07,0.21714,0.2196480260174725
7.31233e-07,0.218355,0.2197449457394775
7.32193e-07,0.220066,0.22043354292210646
7.33153e-07,0.221591,0.22165924517052807
7.34113e-07,0.222762,0.2231083548103618
7.35074e-07,0.22406,0.22483909329920093
7.36034e-07,0.226954,0.22756855545601648
7.36994e-07,0.23328,0.2334129569623583
7.37954e-07,0.242197,0.24219747490816895
7.38914e-07,0.250944,0.25090425369769936
7.39874e-07,0.258316,0.2582731084009268
7.40834e-07,0.264625,0.26467520529973776
7.41794e-07,0.272039,0.27211019834882466
7.42754e-07,0.283444,0.2834595801700248
7.43714e-07,0.2979,0.29789762727681685
7.44674e-07,0.311593,0.3115717143235432
7.45635e-07,0.322237,0.322084381414736
7.46595e-07,0.329238,0.3273299866781547
7.47555e-07,0.332412,0.32766138671185074
7.48515e-07,0.330649,0.32764694535085054
7.49475e-07,0.322486,0.32234447795734567
7.50435e-07,0.308405,0.3083961061778923
7.51395e-07,0.288503,0.2886313234993822
7.52355e-07,0.275756,0.28397507360579644
7.53315e-07,0.282287,0.28393560842716437
7.54275e-07,0.306019,0.30601971530901584
7.55236e-07,0.332092,0.3320894110158537
7.56196e-07,0.350867,0.35082453733069496
7.57156e-07,0.360889,0.36046494518922784
7.58116e-07,0.364851,0.364164214114501
7.59076e-07,0.366571,0.3663795977933215
7.60036e-07,0.368464,0.3684642186177474
7.60996e-07,0.370506,0.3705171643429572
7.61956e-07,0.372667,0.3724343607442491
7.62916e-07,0.375164,0.37372884206959367
7.63876e-07,0.376876,0.3740042927308695
7.64836e-07,0.376637,0.37388667904248496
7.65797e-07,0.373807,0.3727137688306031
7.66757e-07,0.36816,0.3679620323164708
7.67717e-07,0.359945,0.35990823561039686
7.68677e-07,0.350293,0.35028515374484376
7.69637e-07,0.340264,0.34024728051367437
7.70597e-07,0.328434,0.32842206322103734
7.71557e-07,0.313722,0.31372145728597445
7.72517e-07,0.298787,0.29879785719466007
7.73477e-07,0.286568,0.2866220591943179
7.74437e-07,0.277765,0.2784375854938122
7.75398e-07,0.27301,0.2766221581772541
7.76358e-07,0.272831,0.2765858224931637
7.77318e-07,0.2761,0.2771445268741267
7.78278e-07,0.28044,0.2791670681891523
7.79238e-07,0.282949,0.2796814073849167
7.80198e-07,0.282522,0.27963714103046033
7.81158e-07,0.279903,0.278773379496743
7.82118e-07,0.275961,0.27566013746648593
7.83078e-07,0.270932,0.2708011927530615
7.84038e-07,0.264617,0.2645722927218218
7.84998e-07,0.2574,0.2575089742078436
7.85959e-07,0.251349,0.251959647011754
7.86919e-07,0.248607,0.2491959464973951
7.87879e-07,0.247891,0.24729826207429367
7.88839e-07,0.245381,0.2446566611530447
7.89799e-07,0.237716,0.2376088152838555
7.90759e-07,0.223306,0.22329782684331834
7.91719e-07,0.203307,0.20330737898263193
7.92679e-07,0.183899,0.18391357315771512
7.93639e-07,0.171559,0.17156967198909304
7.94599e-07,0.160705,0.1607124656845813
7.9556e-07,0.147574,0.15134834370446906
7.9652e-07,0.145141,0.15131860886441514
7.9748e-07,0.163289,0.1633014165400902
7.9844e-07,0.196905,0.19690511780249348
7.994e-07,0.238228,0.23822799469026976
8.0036e-07,0.278857,0.27885688100052985
8.0132e-07,0.312123,0.3121218649901913
8.0228e-07,0.334924,0.33483585908169755
8.0324e-07,0.345801,0.3413330435444438
8.042e-07,0.344971,0.3415014939460368
8.05161e-07,0.338438,0.3416485049061898
8.06121e-07,0.337562,0.34188523783940666
8.07081e-07,0.344012,0.3444845448795951
8.08041e-07,0.356397,0.3564157333058382
8.09001e-07,0.377424,0.3774245995963786
8.09961e-07,0.400074,0.40007109460834794
8.10921e-07,0.4177,0.4176775694772416
8.11881e-07,0.429316,0.4288258514536159
8.12841e-07,0.435318,0.4311182128089138
8.13801e-07,0.4353,0.4311225339272185
8.14761e-07,0.43001,0.43010540885927256
8.15722e-07,0.424887,0.4291123302790627
8.16682e-07,0.425757,0.42908128339258195
8.17642e-07,0.430938,0.4297135369324279
8.18602e-07,0.434364,0.42982553770864657
8.19562e-07,0.432277,0.42963207541030124
8.20522e-07,0.425915,0.4257923545317157
8.21482e-07,0.419599,0.42038147409581816
8.22442e-07,0.415141,0.4190484280345156
8.23402e-07,0.414349,0.4190137554741568
8.24362e-07,0.421103,0.42151814378066477
8.25323e-07,0.436152,0.43615755855289495
8.26283e-07,0.453889,0.45388162603043963
8.27243e-07,0.468021,0.46787866226860897
8.28203e-07,0.476029,0.47321445330193784
8.29163e-07,0.478091,0.47326058571678786
8.30123e-07,0.475057,0.4730066137525471
8.31083e-07,0.467454,0.4673224273851237
8.32043e-07,0.455124,0.45510859752594973
8.33003e-07,0.437169,0.4371660647495582
8.33963e-07,0.412749,0.4127484887175086
8.34923e-07,0.383835,0.3838349835132705
8.35884e-07,0.354717,0.35471695382185897
8.36844e-07,0.324827,0.3248268759146151
8.37804e-07,0.291887,0.29188696716151313
8.38764e-07,0.257721,0.25772113312795
8.39724e-07,0.227351,0.22735127840431632
8.40684e-07,0.200765,0.20076487392550801
8.41644e-07,0.172767,0.17276712182988807
8.42604e-07,0.145252,0.1458450998396293
8.43564e-07,0.135153,0.14455514976382644
8.44524e-07,0.159794,0.15979816829382257
8.45485e-07,0.208423,0.208422985699572
8.46445e-07,0.25286,0.2528593368698317
8.47405e-07,0.27867,0.2786374374639579
8.48365e-07,0.288965,0.28890995881247405
8.49325e-07,0.296183,0.2962584606703472
8.50285e-07,0.309868,0.30987696072611565
8.51245e-07,0.327894,0.3278881291673814
8.52205e-07,0.342943,0.34243890714836617
8.53165e-07,0.350126,0.34448028986842183
8.54125e-07,0.348248,0.344519531481896
8.55086e-07,0.338806,0.33870327220170243
8.56046e-07,0.323995,0.3239893174688785
8.57006e-07,0.305787,0.30578566692809367
8.57966e-07,0.285568,0.2855756562120789
8.58926e-07,0.268013,0.27223796172848347
8.59886e-07,0.266465,0.27222694619038923
8.60846e-07,0.289519,0.2895221250102923
8.61806e-07,0.32829,0.32828999344954446
8.62766e-07,0.366424,0.36642360016095776
8.63726e-07,0.393992,0.3939856191421618
8.64686e-07,0.409801,0.4097403245292765
8.65647e-07,0.418256,0.4181324383005959
8.66607e-07,0.42389,0.42388301145067425
8.67567e-07,0.42946,0.4295730342069858
8.68527e-07,0.437466,0.4375096004646178
8.69487e-07,0.447701,0.4475786129198376
8.70447e-07,0.455982,0.45309696840384606
8.71407e-07,0.457756,0.45357299282475494
8.72367e-07,0.452347,0.45373223145606634
8.73327e-07,0.448552,0.4540158862110831
8.74287e-07,0.456761,0.4571299302079511
8.75248e-07,0.47055,0.4705520352774016
8.76208e-07,0.484422,0.48440262634031933
8.77168e-07,0.495609,0.4951539264701955
8.78128e-07,0.501497,0.4975822399835587
8.79088e-07,0.502026,0.49758133975146224
8.80048e-07,0.497718,0.4966494547567394
8.81008e-07,0.48908,0.4890209767659233
8.81968e-07,0.477756,0.47775678958419193
8.82928e-07,0.466735,0.4667359616658058
8.83888e-07,0.455974,0.45595529782285654
8.84848e-07,0.441584,0.44157687395746087
8.85809e-07,0.42213,0.4221312725253621
8.86769e-07,0.403028,0.4046349085140832
8.87729e-07,0.396226,0.4045608677057034
8.88689e-07,0.411386,0.41144004132783907
8.89649e-07,0.443587,0.4435870639050007
8.90609e-07,0.477624,0.4776234520996762
8.91569e-07,0.503221,0.5032141252851314
8.92529e-07,0.5189,0.5187479358238873
8.93489e-07,0.525637,0.524990253012635
8.94449e-07,0.527042,0.5275110111906239
8.9541e-07,0.53165,0.5319582877105492
8.9637e-07,0.543147,0.5431611145528636
8.9733e-07,0.556314,0.5562924994682831
8.9829e-07,0.566694,0.5665915034940358
8.9925e-07,0.573488,0.5732275537563737
9.0021e-07,0.577783,0.5773961693269288
9.0117e-07,0.581045,0.5800939666504747
9.0213e-07,0.583292,0.5811461857772053
9.0309e-07,0.583901,0.5812982969603561
9.0405e-07,0.582958,0.581079416788493
9.05011e-07,0.580777,0.5798965662472086
9.05971e-07,0.577485,0.5770950441268358
9.06931e-07,0.572898,0.5726853683519165
9.07891e-07,0.566359,0.5662606769979374
9.08851e-07,0.557166,0.5571335532168802
9.09811e-07,0.545361,0.5453501045439754
9.10771e-07,0.53134,0.531335147533958
9.11731e-07,0.51524,0.5152372443619749
9.12691e-07,0.496792,0.4967903803177062
9.13651e-07,0.475488,0.47548714124155556
9.14611e-07,0.450883,0.45088250262179197
9.15572e-07,0.42155,0.42154978929545556
9.16532e-07,0.386476,0.38647598896892615
9.17492e-07,0.350609,0.3506374318910808
9.18452e-07,0.3321,0.3420398911627895
9.19412e-07,0.350274,0.3503055102240918
9.20372e-07,0.393227,0.39322695878769987
9.21332e-07,0.431323,0.43131936981587776
9.22292e-07,0.45135,0.4484383912192622
9.23252e-07,0.454755,0.4483524011903978
9.24212e-07,0.447323,0.44668752265903056
9.25173e-07,0.435868,0.4376269582566516
9.26133e-07,0.430126,0.43757541333391353
9.27093e-07,0.43784,0.43858035382192634
9.28053e-07,0.455805,0.4558062488642967
9.29013e-07,0.474332,0.47431025508826596
9.29973e-07,0.487,0.4850382636424188
9.30933e-07,0.491339,0.48512480970641253
9.31893e-07,0.486772,0.4849894987962518
9.32853e-07,0.472833,0.4728179705627864
9.33813e-07,0.450404,0.4504031922120488
9.34773e-07,0.423694,0.4236941242789052
9.35734e-07,0.398048,0.3980486198633479
9.36694e-07,0.37558,0.3755803080261216
9.37654e-07,0.353878,0.3539020199855937
9.38614e-07,0.338496,0.3440391420957761
9.39574e-07,0.339616,0.34403246129143944
9.40534e-07,0.355833,0.35584586784882216
9.41494e-07,0.376856,0.376853273273265
9.42454e-07,0.394226,0.3941770575336361
9.43414e-07,0.404343,0.40296753114081774
9.44374e-07,0.407696,0.40358305173858716
9.45335e-07,0.406818,0.40353770576914394
9.46295e-07,0.403334,0.40237581922538546
9.47255e-07,0.397368,0.3971844609189598
9.48215e-07,0.386945,0.3869136014431901
9.49175e-07,0.369655,0.3696513278683968
9.50135e-07,0.34551,0.34550937177094204
9.51095e-07,0.315518,0.3155178569711478
9.52055e-07,0.281798,0.28179797178784594
9.53015e-07,0.24689,0.24689002959753617
9.53975e-07,0.213212,0.21321222587002822
9.54935e-07,0.184498,0.18450396606870126
9.55896e-07,0.165724,0.16970526646505463
9.56856e-07,0.163816,0.16974126671637332
9.57816e-07,0.176112,0.17618159318325105
9.58776e-07,0.188357,0.18837415434524832
9.59736e-07,0.217612,0.21761234666597598
9.60696e-07,0.269234,0.2692339810108
9.61656e-07,0.314076,0.3140746272358917
9.62616e-07,0.338516,0.3353728617207536
9.63576e-07,0.34178,0.33530569442596575
9.64536e-07,0.331488,0.3327330648487198
9.65497e-07,0.324102,0.33242602880755684
9.66457e-07,0.339444,0.3394937103735083
9.67417e-07,0.382109,0.38210903676984065
9.68377e-07,0.437485,0.437484997112061
9.69337e-07,0.49048,0.4904799759026678
9.70297e-07,0.534603,0.5346029004685312
9.71257e-07,0.569493,0.5694926641502711
9.72217e-07,0.597086,0.5970850185720242
9.73177e-07,0.6191,0.6190976254034174
9.74137e-07,0.636976,0.6369712474486332
9.75098e-07,0.651842,0.6518304063183258
9.76058e-07,0.663815,0.6637974951848421
9.77018e-07,0.673965,0.6739256438398319
9.77978e-07,0.6822,0.6820694152949793
9.78938e-07,0.688808,0.6872580064888953
9.79898e-07,0.692605,0.687831215743259
9.80858e-07,0.691276,0.6878789940044735
9.81818e-07,0.680879,0.6808084728597634
9.82778e-07,0.656497,0.6565752523612746
9.83738e-07,0.646508,0.6486790785249076
9.84698e-07,0.650455,0.6482266069087083
9.85659e-07,0.634495,0.6364946145157131
9.86619e-07,0.6285,0.6364346769136437
9.87579e-07,0.644705,0.6445318115220899
9.88539e-07,0.654143,0.6485368206633232
9.89499e-07,0.652668,0.6485681086433817
9.90459e-07,0.64195,0.6418759623099133
9.91419e-07,0.622861,0.6228585011542408
9.92379e-07,0.595554,0.5955536351879255
9.93339e-07,0.560694,0.5606939531783858
9.94299e-07,0.523058,0.5230584173594753
9.9526e-07,0.494044,0.49631897970666633
9.9622e-07,0.48864,0.49633136856236093
9.9718e-07,0.505021,0.5050514250264292
9.9814e-07,0.526245,0.5241590912056762
9.991e-07,0.53218,0.524268811932907
