

lambda(m), Y
5.83378e-07, 0.258848
5.83858e-07, 0.258379
5.84338e-07, 0.257792
5.84818e-07, 0.256752
5.85299e-07, 0.255567
5.85779e-07, 0.254052
5.86259e-07, 0.252391
5.86739e-07, 0.250636
5.87219e-07, 0.248789
5.87699e-07, 0.247128
5.88179e-07, 0.245461
5.88659e-07, 0.2442
5.89139e-07, 0.243014
5.89619e-07, 0.242278
5.90099e-07, 0.241648
5.90579e-07, 0.241306
5.91059e-07, 0.241053
5.91539e-07, 0.240795
5.92019e-07, 0.240572
5.92499e-07, 0.240069
5.92979e-07, 0.239523
5.93459e-07, 0.238559
5.93939e-07, 0.237464
5.94419e-07, 0.23599
5.94899e-07, 0.23432
5.9538e-07, 0.232436
5.9586e-07, 0.230357
5.9634e-07, 0.228285
5.9682e-07, 0.226116
5.973e-07, 0.224156
5.9778e-07, 0.22228
5.9826e-07, 0.220761
5.9874e-07, 0.219521
5.9922e-07, 0.218698
5.997e-07, 0.218291
6.0018e-07, 0.218254
6.0066e-07, 0.218662
6.0114e-07, 0.219317
6.0162e-07, 0.220332
6.021e-07, 0.221461
6.0258e-07, 0.222776
6.0306e-07, 0.224114
6.0354e-07, 0.225439
6.0402e-07, 0.226739
6.045e-07, 0.22787
6.0498e-07, 0.22894
6.05461e-07, 0.229778
6.05941e-07, 0.230513
6.06421e-07, 0.231047
6.06901e-07, 0.231444
6.07381e-07, 0.231727
6.07861e-07, 0.23187
6.08341e-07, 0.231999
6.08821e-07, 0.232018
6.09301e-07, 0.2321
6.09781e-07, 0.23214
6.10261e-07, 0.232265
6.10741e-07, 0.232472
6.11221e-07, 0.23275
6.11701e-07, 0.233263
6.12181e-07, 0.233878
6.12661e-07, 0.234827
6.13141e-07, 0.236007
6.13621e-07, 0.237505
6.14101e-07, 0.239371
6.14581e-07, 0.241459
6.15062e-07, 0.243905
6.15542e-07, 0.246462
6.16022e-07, 0.249182
6.16502e-07, 0.251901
6.16982e-07, 0.254508
6.17462e-07, 0.257013
6.17942e-07, 0.259187
6.18422e-07, 0.261171
6.18902e-07, 0.262771
6.19382e-07, 0.264091
6.19862e-07, 0.265152
6.20342e-07, 0.265875
6.20822e-07, 0.266513
6.21302e-07, 0.266888
6.21782e-07, 0.267248
6.22262e-07, 0.267555
6.22742e-07, 0.267785
6.23222e-07, 0.268154
6.23702e-07, 0.268397
6.24182e-07, 0.268799
6.24662e-07, 0.269183
6.25143e-07, 0.269528
6.25623e-07, 0.270035
6.26103e-07, 0.270333
6.26583e-07, 0.270775
6.27063e-07, 0.271146
6.27543e-07, 0.271404
6.28023e-07, 0.271855
6.28503e-07, 0.272074
6.28983e-07, 0.272446
6.29463e-07, 0.272844
6.29943e-07, 0.273125
6.30423e-07, 0.273687
6.30903e-07, 0.274104
6.31383e-07, 0.274637
6.31863e-07, 0.275272
6.32343e-07, 0.275748
6.32823e-07, 0.276425
6.33303e-07, 0.276939
6.33783e-07, 0.277412
6.34263e-07, 0.27791
6.34743e-07, 0.278145
6.35224e-07, 0.278438
6.35704e-07, 0.278529
6.36184e-07, 0.278476
6.36664e-07, 0.278423
6.37144e-07, 0.27809
6.37624e-07, 0.277807
6.38104e-07, 0.277406
6.38584e-07, 0.276868
6.39064e-07, 0.276477
6.39544e-07, 0.275924
6.40024e-07, 0.275489
6.40504e-07, 0.275191
6.40984e-07, 0.274829
6.41464e-07, 0.274747
6.41944e-07, 0.274721
6.42424e-07, 0.274787
6.42904e-07, 0.275112
6.43384e-07, 0.275414
6.43864e-07, 0.275884
6.44344e-07, 0.276462
6.44824e-07, 0.276966
6.45305e-07, 0.277576
6.45785e-07, 0.278139
6.46265e-07, 0.2786
6.46745e-07, 0.279011
6.47225e-07, 0.279295
6.47705e-07, 0.279435
6.48185e-07, 0.279378
6.48665e-07, 0.279208
6.49145e-07, 0.278822
6.49625e-07, 0.278177
6.50105e-07, 0.277484
6.50585e-07, 0.276505
6.51065e-07, 0.275329
6.51545e-07, 0.27417
6.52025e-07, 0.272711
6.52505e-07, 0.27123
6.52985e-07, 0.26984
6.53465e-07, 0.268244
6.53945e-07, 0.266831
6.54425e-07, 0.265562
6.54905e-07, 0.264272
6.55386e-07, 0.263338
6.55866e-07, 0.262542
6.56346e-07, 0.261865
6.56826e-07, 0.261533
6.57306e-07, 0.261235
6.57786e-07, 0.261083
6.58266e-07, 0.261092
6.58746e-07, 0.260993
6.59226e-07, 0.261009
6.59706e-07, 0.260965
6.60186e-07, 0.260754
6.60666e-07, 0.260655
6.61146e-07, 0.260352
6.61626e-07, 0.259937
6.62106e-07, 0.25966
6.62586e-07, 0.259116
6.63066e-07, 0.25857
6.63546e-07, 0.258175
6.64026e-07, 0.257495
6.64506e-07, 0.256918
6.64986e-07, 0.256465
