

lambda(m), Y
4e-07, 0.106786
4.0048e-07, 0.106923
4.0096e-07, 0.10742
4.0144e-07, 0.108142
4.0192e-07, 0.109033
4.024e-07, 0.110123
4.0288e-07, 0.111259
4.0336e-07, 0.112205
4.0384e-07, 0.112952
4.0432e-07, 0.113568
4.048e-07, 0.11396
4.05281e-07, 0.114131
4.05761e-07, 0.114325
4.06241e-07, 0.114658
4.06721e-07, 0.115074
4.07201e-07, 0.115694
4.07681e-07, 0.116644
4.08161e-07, 0.117742
4.08641e-07, 0.118845
4.09121e-07, 0.119995
4.09601e-07, 0.121033
4.10081e-07, 0.121722
4.10561e-07, 0.122129
4.11041e-07, 0.122312
4.11521e-07, 0.122162
4.12001e-07, 0.12181
4.12481e-07, 0.121507
4.12961e-07, 0.121235
4.13441e-07, 0.12103
4.13921e-07, 0.121103
4.14401e-07, 0.121376
4.14881e-07, 0.121671
4.15362e-07, 0.122076
4.15842e-07, 0.122468
4.16322e-07, 0.122582
4.16802e-07, 0.122508
4.17282e-07, 0.122229
4.17762e-07, 0.121581
4.18242e-07, 0.120764
4.18722e-07, 0.119916
4.19202e-07, 0.118974
4.19682e-07, 0.118148
4.20162e-07, 0.117588
4.20642e-07, 0.117151
4.21122e-07, 0.116918
4.21602e-07, 0.116925
4.22082e-07, 0.116892
4.22562e-07, 0.116833
4.23042e-07, 0.116732
4.23522e-07, 0.116327
4.24002e-07, 0.115738
4.24482e-07, 0.115016
4.24962e-07, 0.114053
4.25443e-07, 0.113094
4.25923e-07, 0.112247
4.26403e-07, 0.111448
4.26883e-07, 0.11096
4.27363e-07, 0.110762
4.27843e-07, 0.110732
4.28323e-07, 0.111047
4.28803e-07, 0.111477
4.29283e-07, 0.111928
4.29763e-07, 0.112466
4.30243e-07, 0.112837
4.30723e-07, 0.113067
4.31203e-07, 0.11324
4.31683e-07, 0.113174
4.32163e-07, 0.113106
4.32643e-07, 0.113075
4.33123e-07, 0.113044
4.33603e-07, 0.113288
4.34083e-07, 0.11369
4.34563e-07, 0.114308
4.35044e-07, 0.115228
4.35524e-07, 0.116195
4.36004e-07, 0.117286
4.36484e-07, 0.118369
4.36964e-07, 0.119252
4.37444e-07, 0.120059
4.37924e-07, 0.120575
4.38404e-07, 0.120875
4.38884e-07, 0.121065
4.39364e-07, 0.121029
4.39844e-07, 0.121064
4.40324e-07, 0.12111
4.40804e-07, 0.121254
4.41284e-07, 0.121684
4.41764e-07, 0.122204
4.42244e-07, 0.12303
4.42724e-07, 0.123987
4.43204e-07, 0.125005
4.43684e-07, 0.126146
4.44164e-07, 0.127091
4.44644e-07, 0.127995
4.45125e-07, 0.128634
4.45605e-07, 0.129001
4.46085e-07, 0.129202
4.46565e-07, 0.129048
4.47045e-07, 0.128843
4.47525e-07, 0.128446
4.48005e-07, 0.128039
4.48485e-07, 0.127711
4.48965e-07, 0.127369
4.49445e-07, 0.127257
4.49925e-07, 0.127137
4.50405e-07, 0.127163
4.50885e-07, 0.127194
4.51365e-07, 0.127138
4.51845e-07, 0.127063
4.52325e-07, 0.126706
4.52805e-07, 0.126256
4.53285e-07, 0.125507
4.53765e-07, 0.124588
4.54245e-07, 0.123526
4.54725e-07, 0.122287
4.55206e-07, 0.121119
4.55686e-07, 0.119862
4.56166e-07, 0.118819
