

lambda(m), Y
7.0195e-07, 0.122158
7.0243e-07, 0.122451
7.0291e-07, 0.123039
7.0339e-07, 0.123341
7.0387e-07, 0.123835
7.0435e-07, 0.124295
7.0483e-07, 0.12462
7.05311e-07, 0.125186
7.05791e-07, 0.12548
7.06271e-07, 0.125966
7.06751e-07, 0.126389
7.07231e-07, 0.12671
7.07711e-07, 0.12724
7.08191e-07, 0.127515
7.08671e-07, 0.127979
7.09151e-07, 0.128365
7.09631e-07, 0.128663
7.10111e-07, 0.129147
7.10591e-07, 0.12937
7.11071e-07, 0.129771
7.11551e-07, 0.130074
7.12031e-07, 0.130262
7.12511e-07, 0.13063
7.12991e-07, 0.130702
7.13471e-07, 0.130928
7.13951e-07, 0.131071
7.14431e-07, 0.131046
7.14911e-07, 0.13124
7.15392e-07, 0.13115
7.15872e-07, 0.131197
7.16352e-07, 0.131274
7.16832e-07, 0.131168
7.17312e-07, 0.131367
7.17792e-07, 0.131392
7.18272e-07, 0.131543
7.18752e-07, 0.131895
7.19232e-07, 0.132082
7.19712e-07, 0.132621
7.20192e-07, 0.133118
7.20672e-07, 0.133664
7.21152e-07, 0.13451
7.21632e-07, 0.13517
7.22112e-07, 0.136091
7.22592e-07, 0.137042
7.23072e-07, 0.137869
7.23552e-07, 0.138972
7.24032e-07, 0.139842
7.24512e-07, 0.140768
7.24992e-07, 0.141766
7.25473e-07, 0.142455
7.25953e-07, 0.143321
7.26433e-07, 0.143979
7.26913e-07, 0.144451
7.27393e-07, 0.14505
7.27873e-07, 0.145259
7.28353e-07, 0.145475
7.28833e-07, 0.145622
7.29313e-07, 0.145384
7.29793e-07, 0.145266
7.30273e-07, 0.144855
7.30753e-07, 0.144215
7.31233e-07, 0.143658
7.31713e-07, 0.142686
7.32193e-07, 0.141683
7.32673e-07, 0.140619
7.33153e-07, 0.13918
7.33633e-07, 0.137853
7.34113e-07, 0.136324
7.34593e-07, 0.134605
7.35074e-07, 0.133048
7.35554e-07, 0.131256
7.36034e-07, 0.129524
7.36514e-07, 0.127943
7.36994e-07, 0.126232
7.37474e-07, 0.124806
7.37954e-07, 0.123498
7.38434e-07, 0.122258
7.38914e-07, 0.12142
7.39394e-07, 0.120671
7.39874e-07, 0.120185
7.40354e-07, 0.120076
7.40834e-07, 0.120036
7.41314e-07, 0.120366
7.41794e-07, 0.12093
7.42274e-07, 0.121558
7.42754e-07, 0.122549
7.43234e-07, 0.123587
7.43714e-07, 0.124703
7.44194e-07, 0.126088
7.44674e-07, 0.127366
7.45155e-07, 0.128756
7.45635e-07, 0.130278
7.46115e-07, 0.131618
7.46595e-07, 0.133111
7.47075e-07, 0.134597
7.47555e-07, 0.13591
7.48035e-07, 0.137402
7.48515e-07, 0.13877
7.48995e-07, 0.140035
7.49475e-07, 0.141472
7.49955e-07, 0.142707
7.50435e-07, 0.143936
7.50915e-07, 0.145296
7.51395e-07, 0.146417
7.51875e-07, 0.147631
7.52355e-07, 0.148908
7.52835e-07, 0.14995
7.53315e-07, 0.151167
7.53795e-07, 0.152364
7.54275e-07, 0.153362
7.54755e-07, 0.154592
7.55236e-07, 0.155716
7.55716e-07, 0.156697
7.56196e-07, 0.157931
7.56676e-07, 0.158977
7.57156e-07, 0.15994
7.57636e-07, 0.161141
7.58116e-07, 0.162076
7.58596e-07, 0.162977
7.59076e-07, 0.164073
7.59556e-07, 0.164831
7.60036e-07, 0.165592
7.60516e-07, 0.166485
7.60996e-07, 0.166979
7.61476e-07, 0.167505
7.61956e-07, 0.168093
7.62436e-07, 0.168243
7.62916e-07, 0.168447
7.63396e-07, 0.168652
7.63876e-07, 0.168405
7.64356e-07, 0.168233
7.64836e-07, 0.168023
7.65317e-07, 0.167371
7.65797e-07, 0.166824
7.66277e-07, 0.166222
7.66757e-07, 0.165217
7.67237e-07, 0.164357
7.67717e-07, 0.16345
7.68197e-07, 0.162197
7.68677e-07, 0.161137
7.69157e-07, 0.160055
7.69637e-07, 0.158694
7.70117e-07, 0.157573
7.70597e-07, 0.156459
7.71077e-07, 0.155131
7.71557e-07, 0.154083
7.72037e-07, 0.15307
7.72517e-07, 0.151897
7.72997e-07, 0.151032
7.73477e-07, 0.150227
7.73957e-07, 0.149299
7.74437e-07, 0.148697
7.74917e-07, 0.148172
7.75398e-07, 0.147543
7.75878e-07, 0.14724
7.76358e-07, 0.147021
7.76838e-07, 0.146693
7.77318e-07, 0.146668
7.77798e-07, 0.146719
7.78278e-07, 0.146635
7.78758e-07, 0.146806
7.79238e-07, 0.147031
7.79718e-07, 0.147078
7.80198e-07, 0.147318
7.80678e-07, 0.147587
7.81158e-07, 0.147633
7.81638e-07, 0.147805
7.82118e-07, 0.147988
7.82598e-07, 0.147915
7.83078e-07, 0.147913
7.83558e-07, 0.147918
7.84038e-07, 0.147655
7.84518e-07, 0.147426
7.84998e-07, 0.147221
7.85479e-07, 0.146762
7.85959e-07, 0.146315
7.86439e-07, 0.145927
7.86919e-07, 0.145319
7.87399e-07, 0.144716
7.87879e-07, 0.144215
7.88359e-07, 0.143542
7.88839e-07, 0.142872
7.89319e-07, 0.142348
7.89799e-07, 0.141708
7.90279e-07, 0.141067
7.90759e-07, 0.140605
7.91239e-07, 0.140084
7.91719e-07, 0.139557
7.92199e-07, 0.139227
7.92679e-07, 0.138892
7.93159e-07, 0.138542
7.93639e-07, 0.138394
7.94119e-07, 0.138286
7.94599e-07, 0.138157
7.9508e-07, 0.138217
7.9556e-07, 0.138356
7.9604e-07, 0.138468
7.9652e-07, 0.138747
7.97e-07, 0.139128
7.9748e-07, 0.13948
7.9796e-07, 0.139968
7.9844e-07, 0.140569
7.9892e-07, 0.141134
7.994e-07, 0.141804
7.9988e-07, 0.14259
8.0036e-07, 0.143329
8.0084e-07, 0.144142
8.0132e-07, 0.145075
8.018e-07, 0.14595
8.0228e-07, 0.146865
8.0276e-07, 0.147915
8.0324e-07, 0.148904
8.0372e-07, 0.149889
8.042e-07, 0.151032
8.0468e-07, 0.152133
8.05161e-07, 0.153172
8.05641e-07, 0.154385
8.06121e-07, 0.155605
8.06601e-07, 0.1567
8.07081e-07, 0.157951
8.07561e-07, 0.159291
8.08041e-07, 0.160459
8.08521e-07, 0.161712
8.09001e-07, 0.163147
8.09481e-07, 0.164413
8.09961e-07, 0.165641
8.10441e-07, 0.167111
8.10921e-07, 0.168486
8.11401e-07, 0.16968
8.11881e-07, 0.171095
8.12361e-07, 0.172546
8.12841e-07, 0.173711
8.13321e-07, 0.174971
8.13801e-07, 0.176402
8.14281e-07, 0.177535
8.14761e-07, 0.17855
8.15242e-07, 0.179796
8.15722e-07, 0.180843
8.16202e-07, 0.181551
8.16682e-07, 0.182411
8.17162e-07, 0.183247
8.17642e-07, 0.183619
8.18122e-07, 0.183929
8.18602e-07, 0.184374
8.19082e-07, 0.184413
8.19562e-07, 0.184131
8.20042e-07, 0.184025
8.20522e-07, 0.183744
8.21002e-07, 0.182982
8.21482e-07, 0.182271
8.21962e-07, 0.181658
8.22442e-07, 0.180609
8.22922e-07, 0.179371
8.23402e-07, 0.178373
8.23882e-07, 0.177172
8.24362e-07, 0.175579
8.24842e-07, 0.174139
8.25323e-07, 0.172778
8.25803e-07, 0.171005
8.26283e-07, 0.169132
8.26763e-07, 0.167496
8.27243e-07, 0.165632
8.27723e-07, 0.163433
8.28203e-07, 0.161406
8.28683e-07, 0.159421
8.29163e-07, 0.157053
8.29643e-07, 0.154631
8.30123e-07, 0.152427
8.30603e-07, 0.150012
8.31083e-07, 0.147333
8.31563e-07, 0.144845
8.32043e-07, 0.142422
8.32523e-07, 0.139704
8.33003e-07, 0.136998
8.33483e-07, 0.134549
8.33963e-07, 0.131986
8.34443e-07, 0.129268
8.34923e-07, 0.126805
8.35404e-07, 0.124502
8.35884e-07, 0.122039
8.36364e-07, 0.119678
8.36844e-07, 0.117657
8.37324e-07, 0.115662
8.37804e-07, 0.113621
8.38284e-07, 0.111898
8.38764e-07, 0.110446
8.39244e-07, 0.108957
8.39724e-07, 0.107612
8.40204e-07, 0.106658
8.40684e-07, 0.105841
8.41164e-07, 0.105021
8.41644e-07, 0.104498
8.42124e-07, 0.104301
8.42604e-07, 0.104124
8.43084e-07, 0.104036
8.43564e-07, 0.104294
8.44044e-07, 0.104735
8.44524e-07, 0.105144
8.45005e-07, 0.105726
8.45485e-07, 0.106599
8.45965e-07, 0.10751
8.46445e-07, 0.108393
8.46925e-07, 0.109482
8.47405e-07, 0.110749
8.47885e-07, 0.11195
8.48365e-07, 0.113151
8.48845e-07, 0.114537
8.49325e-07, 0.115977
8.49805e-07, 0.117301
8.50285e-07, 0.118651
8.50765e-07, 0.120129
8.51245e-07, 0.121564
8.51725e-07, 0.122876
8.52205e-07, 0.124226
8.52685e-07, 0.125644
8.53165e-07, 0.126965
8.53645e-07, 0.128179
8.54125e-07, 0.129437
8.54605e-07, 0.130721
8.55086e-07, 0.131892
8.55566e-07, 0.132986
8.56046e-07, 0.134131
8.56526e-07, 0.135285
8.57006e-07, 0.136332
8.57486e-07, 0.137333
8.57966e-07, 0.138397
8.58446e-07, 0.139466
8.58926e-07, 0.14044
8.59406e-07, 0.141392
8.59886e-07, 0.14242
8.60366e-07, 0.143448
8.60846e-07, 0.14438
8.61326e-07, 0.145306
8.61806e-07, 0.146312
8.62286e-07, 0.1473
8.62766e-07, 0.148181
8.63246e-07, 0.149058
8.63726e-07, 0.15001
8.64206e-07, 0.150911
8.64686e-07, 0.151682
8.65167e-07, 0.152446
8.65647e-07, 0.153269
8.66127e-07, 0.154001
8.66607e-07, 0.154576
8.67087e-07, 0.155139
8.67567e-07, 0.155737
8.68047e-07, 0.156204
8.68527e-07, 0.156492
8.69007e-07, 0.156763
8.69487e-07, 0.157046
8.69967e-07, 0.157165
8.70447e-07, 0.157095
8.70927e-07, 0.157006
8.71407e-07, 0.156911
8.71887e-07, 0.156639
8.72367e-07, 0.156184
8.72847e-07, 0.155714
8.73327e-07, 0.155233
8.73807e-07, 0.154587
8.74287e-07, 0.153784
8.74767e-07, 0.152977
8.75248e-07, 0.152172
8.75728e-07, 0.151244
8.76208e-07, 0.150202
8.76688e-07, 0.149175
8.77168e-07, 0.148178
8.77648e-07, 0.147121
8.78128e-07, 0.146008
